,accession,seq_definition,seq_length,GBSeq_organism,GBSeq_taxonomy,GBReference_title,Submission_Date,organism,mol_type,strain,host,country,db_xref,segment,collection_date
2039,AB450913,"Bovine coronavirus S1 gene for spike protein subunit 1, partial cds, strain: Kagoshima/3/07",411,Bovine coronavirus,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Embecovirus; Betacoronavirus 1,Phylogenetic studies of bovine coronaviruses isolated in Japan,11-NOV-2008,Bovine coronavirus,genomic RNA,Kagoshima/3/07,,Japan,taxon:11128,,
2040,AB450912,"Bovine coronavirus S1 gene for spike protein subunit 1, partial cds, strain: Kagoshima/2/07",411,Bovine coronavirus,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Embecovirus; Betacoronavirus 1,Phylogenetic studies of bovine coronaviruses isolated in Japan,11-NOV-2008,Bovine coronavirus,genomic RNA,Kagoshima/2/07,,Japan,taxon:11128,,
2041,AB450911,"Bovine coronavirus S1 gene for spike protein subunit 1, partial cds, strain: Kagoshima/1/07",411,Bovine coronavirus,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Embecovirus; Betacoronavirus 1,Phylogenetic studies of bovine coronaviruses isolated in Japan,11-NOV-2008,Bovine coronavirus,genomic RNA,Kagoshima/1/07,,Japan,taxon:11128,,
2042,AB450910,"Bovine coronavirus S1 gene for spike protein subunit 1, partial cds, strain: Kumamoto/2/07",411,Bovine coronavirus,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Embecovirus; Betacoronavirus 1,Phylogenetic studies of bovine coronaviruses isolated in Japan,11-NOV-2008,Bovine coronavirus,genomic RNA,Kumamoto/2/07,,Japan,taxon:11128,,
2043,AB450909,"Bovine coronavirus S1 gene for spike protein subunit 1, partial cds, strain: Kumamoto/1/07",411,Bovine coronavirus,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Embecovirus; Betacoronavirus 1,Phylogenetic studies of bovine coronaviruses isolated in Japan,11-NOV-2008,Bovine coronavirus,genomic RNA,Kumamoto/1/07,,Japan,taxon:11128,,
2044,AB450908,"Bovine coronavirus S1 gene for spike protein subunit 1, partial cds, strain: Kochi/7/06",411,Bovine coronavirus,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Embecovirus; Betacoronavirus 1,Phylogenetic studies of bovine coronaviruses isolated in Japan,11-NOV-2008,Bovine coronavirus,genomic RNA,Kochi/7/06,,Japan,taxon:11128,,
2045,AB450907,"Bovine coronavirus S1 gene for spike protein subunit 1, partial cds, strain: Kochi/6/05",411,Bovine coronavirus,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Embecovirus; Betacoronavirus 1,Phylogenetic studies of bovine coronaviruses isolated in Japan,11-NOV-2008,Bovine coronavirus,genomic RNA,Kochi/6/05,,Japan,taxon:11128,,
2046,AB450906,"Bovine coronavirus S1 gene for spike protein subunit 1, partial cds, strain: Kochi/5/05",411,Bovine coronavirus,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Embecovirus; Betacoronavirus 1,Phylogenetic studies of bovine coronaviruses isolated in Japan,11-NOV-2008,Bovine coronavirus,genomic RNA,Kochi/5/05,,Japan,taxon:11128,,
2047,AB450905,"Bovine coronavirus S1 gene for spike protein subunit 1, partial cds, strain: Kochi/4/04",411,Bovine coronavirus,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Embecovirus; Betacoronavirus 1,Phylogenetic studies of bovine coronaviruses isolated in Japan,11-NOV-2008,Bovine coronavirus,genomic RNA,Kochi/4/04,,Japan,taxon:11128,,
2048,AB450904,"Bovine coronavirus S1 gene for spike protein subunit 1, partial cds, strain: Kochi/3/04",411,Bovine coronavirus,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Embecovirus; Betacoronavirus 1,Phylogenetic studies of bovine coronaviruses isolated in Japan,11-NOV-2008,Bovine coronavirus,genomic RNA,Kochi/3/04,,Japan,taxon:11128,,
2049,AB450903,"Bovine coronavirus S1 gene for spike protein subunit 1, partial cds, strain: Kochi/2/04",411,Bovine coronavirus,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Embecovirus; Betacoronavirus 1,Phylogenetic studies of bovine coronaviruses isolated in Japan,11-NOV-2008,Bovine coronavirus,genomic RNA,Kochi/2/04,,Japan,taxon:11128,,
2050,AB450902,"Bovine coronavirus S1 gene for spike protein subunit 1, partial cds, strain: Kochi/1/04",411,Bovine coronavirus,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Embecovirus; Betacoronavirus 1,Phylogenetic studies of bovine coronaviruses isolated in Japan,11-NOV-2008,Bovine coronavirus,genomic RNA,Kochi/1/04,,Japan,taxon:11128,,
2051,AB450901,"Bovine coronavirus S1 gene for spike protein subunit 1, partial cds, strain: Shimane/23/07",411,Bovine coronavirus,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Embecovirus; Betacoronavirus 1,Phylogenetic studies of bovine coronaviruses isolated in Japan,11-NOV-2008,Bovine coronavirus,genomic RNA,Shimane/23/07,,Japan,taxon:11128,,
2052,AB450900,"Bovine coronavirus S1 gene for spike protein subunit 1, partial cds, strain: Shimane/22/06",411,Bovine coronavirus,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Embecovirus; Betacoronavirus 1,Phylogenetic studies of bovine coronaviruses isolated in Japan,11-NOV-2008,Bovine coronavirus,genomic RNA,Shimane/22/06,,Japan,taxon:11128,,
2053,AB450899,"Bovine coronavirus S1 gene for spike protein subunit 1, partial cds, strain: Shimane/21/06",411,Bovine coronavirus,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Embecovirus; Betacoronavirus 1,Phylogenetic studies of bovine coronaviruses isolated in Japan,11-NOV-2008,Bovine coronavirus,genomic RNA,Shimane/21/06,,Japan,taxon:11128,,
2054,AB450898,"Bovine coronavirus S1 gene for spike protein subunit 1, partial cds, strain: Shimane/20/06",411,Bovine coronavirus,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Embecovirus; Betacoronavirus 1,Phylogenetic studies of bovine coronaviruses isolated in Japan,11-NOV-2008,Bovine coronavirus,genomic RNA,Shimane/20/06,,Japan,taxon:11128,,
2055,AB450897,"Bovine coronavirus S1 gene for spike protein subunit 1, partial cds, strain: Shimane/19/05",411,Bovine coronavirus,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Embecovirus; Betacoronavirus 1,Phylogenetic studies of bovine coronaviruses isolated in Japan,11-NOV-2008,Bovine coronavirus,genomic RNA,Shimane/19/05,,Japan,taxon:11128,,
2056,AB450896,"Bovine coronavirus S1 gene for spike protein subunit 1, partial cds, strain: Shimane/18/05",411,Bovine coronavirus,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Embecovirus; Betacoronavirus 1,Phylogenetic studies of bovine coronaviruses isolated in Japan,11-NOV-2008,Bovine coronavirus,genomic RNA,Shimane/18/05,,Japan,taxon:11128,,
2057,AB450895,"Bovine coronavirus S1 gene for spike protein subunit 1, partial cds, strain: Shimane/17/05",411,Bovine coronavirus,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Embecovirus; Betacoronavirus 1,Phylogenetic studies of bovine coronaviruses isolated in Japan,11-NOV-2008,Bovine coronavirus,genomic RNA,Shimane/17/05,,Japan,taxon:11128,,
2058,AB450894,"Bovine coronavirus S1 gene for spike protein subunit 1, partial cds, strain: Shimane/16/05",411,Bovine coronavirus,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Embecovirus; Betacoronavirus 1,Phylogenetic studies of bovine coronaviruses isolated in Japan,11-NOV-2008,Bovine coronavirus,genomic RNA,Shimane/16/05,,Japan,taxon:11128,,
2059,AB450893,"Bovine coronavirus S1 gene for spike protein subunit 1, partial cds, strain: Shimane/15/05",411,Bovine coronavirus,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Embecovirus; Betacoronavirus 1,Phylogenetic studies of bovine coronaviruses isolated in Japan,11-NOV-2008,Bovine coronavirus,genomic RNA,Shimane/15/05,,Japan,taxon:11128,,
2060,AB450892,"Bovine coronavirus S1 gene for spike protein subunit 1, partial cds, strain: Shimane/14/05",411,Bovine coronavirus,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Embecovirus; Betacoronavirus 1,Phylogenetic studies of bovine coronaviruses isolated in Japan,11-NOV-2008,Bovine coronavirus,genomic RNA,Shimane/14/05,,Japan,taxon:11128,,
2061,AB450891,"Bovine coronavirus S1 gene for spike protein subunit 1, partial cds, strain: Shimane/13/03",411,Bovine coronavirus,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Embecovirus; Betacoronavirus 1,Phylogenetic studies of bovine coronaviruses isolated in Japan,11-NOV-2008,Bovine coronavirus,genomic RNA,Shimane/13/03,,Japan,taxon:11128,,
2062,AB450890,"Bovine coronavirus S1 gene for spike protein subunit 1, partial cds, strain: Shimane/12/03",411,Bovine coronavirus,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Embecovirus; Betacoronavirus 1,Phylogenetic studies of bovine coronaviruses isolated in Japan,11-NOV-2008,Bovine coronavirus,genomic RNA,Shimane/12/03,,Japan,taxon:11128,,
2063,AB450889,"Bovine coronavirus S1 gene for spike protein subunit 1, partial cds, strain: Shimane/11/03",411,Bovine coronavirus,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Embecovirus; Betacoronavirus 1,Phylogenetic studies of bovine coronaviruses isolated in Japan,11-NOV-2008,Bovine coronavirus,genomic RNA,Shimane/11/03,,Japan,taxon:11128,,
2064,AB450888,"Bovine coronavirus S1 gene for spike protein subunit 1, partial cds, strain: Shimane/10/03",411,Bovine coronavirus,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Embecovirus; Betacoronavirus 1,Phylogenetic studies of bovine coronaviruses isolated in Japan,11-NOV-2008,Bovine coronavirus,genomic RNA,Shimane/10/03,,Japan,taxon:11128,,
2065,AB450887,"Bovine coronavirus S1 gene for spike protein subunit 1, partial cds, strain: Shimane/9/03",411,Bovine coronavirus,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Embecovirus; Betacoronavirus 1,Phylogenetic studies of bovine coronaviruses isolated in Japan,11-NOV-2008,Bovine coronavirus,genomic RNA,Shimane/9/03,,Japan,taxon:11128,,
2066,AB450886,"Bovine coronavirus S1 gene for spike protein subunit 1, partial cds, strain: Shimane/8/03",411,Bovine coronavirus,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Embecovirus; Betacoronavirus 1,Phylogenetic studies of bovine coronaviruses isolated in Japan,11-NOV-2008,Bovine coronavirus,genomic RNA,Shimane/8/03,,Japan,taxon:11128,,
2067,AB450885,"Bovine coronavirus S1 gene for spike protein subunit 1, partial cds, strain: Shimane/7/02",411,Bovine coronavirus,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Embecovirus; Betacoronavirus 1,Phylogenetic studies of bovine coronaviruses isolated in Japan,11-NOV-2008,Bovine coronavirus,genomic RNA,Shimane/7/02,,Japan,taxon:11128,,
2068,AB450884,"Bovine coronavirus S1 gene for spike protein subunit 1, partial cds, strain: Shimane/6/02",411,Bovine coronavirus,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Embecovirus; Betacoronavirus 1,Phylogenetic studies of bovine coronaviruses isolated in Japan,11-NOV-2008,Bovine coronavirus,genomic RNA,Shimane/6/02,,Japan,taxon:11128,,
2069,AB450883,"Bovine coronavirus S1 gene for spike protein subunit 1, partial cds, strain: Shimane/5/01",411,Bovine coronavirus,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Embecovirus; Betacoronavirus 1,Phylogenetic studies of bovine coronaviruses isolated in Japan,11-NOV-2008,Bovine coronavirus,genomic RNA,Shimane/5/01,,Japan,taxon:11128,,
2070,AB450882,"Bovine coronavirus S1 gene for spike protein subunit 1, partial cds, strain: Shimane/4/00",411,Bovine coronavirus,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Embecovirus; Betacoronavirus 1,Phylogenetic studies of bovine coronaviruses isolated in Japan,11-NOV-2008,Bovine coronavirus,genomic RNA,Shimane/4/00,,Japan,taxon:11128,,
2071,AB450881,"Bovine coronavirus S1 gene for spike protein subunit 1, partial cds, strain: Shimane/3/00",411,Bovine coronavirus,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Embecovirus; Betacoronavirus 1,Phylogenetic studies of bovine coronaviruses isolated in Japan,11-NOV-2008,Bovine coronavirus,genomic RNA,Shimane/3/00,,Japan,taxon:11128,,
2072,AB450880,"Bovine coronavirus S1 gene for spike protein subunit 1, partial cds, strain: Shimane/2/00",411,Bovine coronavirus,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Embecovirus; Betacoronavirus 1,Phylogenetic studies of bovine coronaviruses isolated in Japan,11-NOV-2008,Bovine coronavirus,genomic RNA,Shimane/2/00,,Japan,taxon:11128,,
2073,AB450879,"Bovine coronavirus S1 gene for spike protein subunit 1, partial cds, strain: Shimane/1/00",411,Bovine coronavirus,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Embecovirus; Betacoronavirus 1,Phylogenetic studies of bovine coronaviruses isolated in Japan,11-NOV-2008,Bovine coronavirus,genomic RNA,Shimane/1/00,,Japan,taxon:11128,,
2074,AB450878,"Bovine coronavirus S1 gene for spike protein subunit 1, partial cds, strain: Wakayama/11/08",411,Bovine coronavirus,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Embecovirus; Betacoronavirus 1,Phylogenetic studies of bovine coronaviruses isolated in Japan,11-NOV-2008,Bovine coronavirus,genomic RNA,Wakayama/11/08,,Japan,taxon:11128,,
2075,AB450877,"Bovine coronavirus S1 gene for spike protein subunit 1, partial cds, strain: Wakayama/10/07",411,Bovine coronavirus,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Embecovirus; Betacoronavirus 1,Phylogenetic studies of bovine coronaviruses isolated in Japan,11-NOV-2008,Bovine coronavirus,genomic RNA,Wakayama/10/07,,Japan,taxon:11128,,
2076,AB450876,"Bovine coronavirus S1 gene for spike protein subunit 1, partial cds, strain: Wakayama/9/07",411,Bovine coronavirus,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Embecovirus; Betacoronavirus 1,Phylogenetic studies of bovine coronaviruses isolated in Japan,11-NOV-2008,Bovine coronavirus,genomic RNA,Wakayama/9/07,,Japan,taxon:11128,,
2077,AB450875,"Bovine coronavirus S1 gene for spike protein subunit 1, partial cds, strain: Wakayama/8/07",411,Bovine coronavirus,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Embecovirus; Betacoronavirus 1,Phylogenetic studies of bovine coronaviruses isolated in Japan,11-NOV-2008,Bovine coronavirus,genomic RNA,Wakayama/8/07,,Japan,taxon:11128,,
2078,AB450874,"Bovine coronavirus S1 gene for spike protein subunit 1, partial cds, strain: Gifu/2/06",411,Bovine coronavirus,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Embecovirus; Betacoronavirus 1,Phylogenetic studies of bovine coronaviruses isolated in Japan,11-NOV-2008,Bovine coronavirus,genomic RNA,Gifu/2/06,,Japan,taxon:11128,,
2079,AB450873,"Bovine coronavirus S1 gene for spike protein subunit 1, partial cds, strain: Gifu/1/06",411,Bovine coronavirus,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Embecovirus; Betacoronavirus 1,Phylogenetic studies of bovine coronaviruses isolated in Japan,11-NOV-2008,Bovine coronavirus,genomic RNA,Gifu/1/06,,Japan,taxon:11128,,
2080,AB450872,"Bovine coronavirus S1 gene for spike protein subunit 1, partial cds, strain: Ishikawa/25/08",411,Bovine coronavirus,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Embecovirus; Betacoronavirus 1,Phylogenetic studies of bovine coronaviruses isolated in Japan,11-NOV-2008,Bovine coronavirus,genomic RNA,Ishikawa/25/08,,Japan,taxon:11128,,
2081,AB450871,"Bovine coronavirus S1 gene for spike protein subunit 1, partial cds, strain: Ishikawa/24/08",411,Bovine coronavirus,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Embecovirus; Betacoronavirus 1,Phylogenetic studies of bovine coronaviruses isolated in Japan,11-NOV-2008,Bovine coronavirus,genomic RNA,Ishikawa/24/08,,Japan,taxon:11128,,
2082,AB450870,"Bovine coronavirus S1 gene for spike protein subunit 1, partial cds, strain: Ishikawa/23/08",411,Bovine coronavirus,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Embecovirus; Betacoronavirus 1,Phylogenetic studies of bovine coronaviruses isolated in Japan,11-NOV-2008,Bovine coronavirus,genomic RNA,Ishikawa/23/08,,Japan,taxon:11128,,
2083,AB450869,"Bovine coronavirus S1 gene for spike protein subunit 1, partial cds, strain: Ishikawa/22/07",411,Bovine coronavirus,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Embecovirus; Betacoronavirus 1,Phylogenetic studies of bovine coronaviruses isolated in Japan,11-NOV-2008,Bovine coronavirus,genomic RNA,Ishikawa/22/07,,,taxon:11128,,
2084,AB450868,"Bovine coronavirus S1 gene for spike protein subunit 1, partial cds, strain: Ishikawa/21/07",411,Bovine coronavirus,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Embecovirus; Betacoronavirus 1,Phylogenetic studies of bovine coronaviruses isolated in Japan,11-NOV-2008,Bovine coronavirus,genomic RNA,Ishikawa/21/07,,Japan,taxon:11128,,
2085,AB450867,"Bovine coronavirus S1 gene for spike protein subunit 1, partial cds, strain: Ishikawa/20/06",411,Bovine coronavirus,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Embecovirus; Betacoronavirus 1,Phylogenetic studies of bovine coronaviruses isolated in Japan,11-NOV-2008,Bovine coronavirus,genomic RNA,Ishikawa/20/06,,Japan,taxon:11128,,
2086,AB450866,"Bovine coronavirus S1 gene for spike protein subunit 1, partial cds, strain: Ishikawa/19/06",411,Bovine coronavirus,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Embecovirus; Betacoronavirus 1,Phylogenetic studies of bovine coronaviruses isolated in Japan,11-NOV-2008,Bovine coronavirus,genomic RNA,Ishikawa/19/06,,Japan,taxon:11128,,
2087,AB450865,"Bovine coronavirus S1 gene for spike protein subunit 1, partial cds, strain: Ishikawa/18/06",411,Bovine coronavirus,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Embecovirus; Betacoronavirus 1,Phylogenetic studies of bovine coronaviruses isolated in Japan,11-NOV-2008,Bovine coronavirus,genomic RNA,Ishikawa/18/06,,Japan,taxon:11128,,
2088,AB450864,"Bovine coronavirus S1 gene for spike protein subunit 1, partial cds, strain: Ishikawa/17/06",411,Bovine coronavirus,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Embecovirus; Betacoronavirus 1,Phylogenetic studies of bovine coronaviruses isolated in Japan,11-NOV-2008,Bovine coronavirus,genomic RNA,Ishikawa/17/06,,Japan,taxon:11128,,
2089,AB450863,"Bovine coronavirus S1 gene for spike protein subunit 1, partial cds, strain: Ishikawa/16/06",411,Bovine coronavirus,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Embecovirus; Betacoronavirus 1,Phylogenetic studies of bovine coronaviruses isolated in Japan,11-NOV-2008,Bovine coronavirus,genomic RNA,Ishikawa/16/06,,Japan,taxon:11128,,
2090,AB450862,"Bovine coronavirus S1 gene for spike protein subunit 1, partial cds, strain: Ishikawa/15/06",411,Bovine coronavirus,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Embecovirus; Betacoronavirus 1,Phylogenetic studies of bovine coronaviruses isolated in Japan,11-NOV-2008,Bovine coronavirus,genomic RNA,Ishikawa/15/06,,Japan,taxon:11128,,
2091,AB450861,"Bovine coronavirus S1 gene for spike protein subunit 1, partial cds, strain: Ishikawa/14/05",411,Bovine coronavirus,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Embecovirus; Betacoronavirus 1,Phylogenetic studies of bovine coronaviruses isolated in Japan,11-NOV-2008,Bovine coronavirus,genomic RNA,Ishikawa/14/05,,Japan,taxon:11128,,
2092,AB450860,"Bovine coronavirus S1 gene for spike protein subunit 1, partial cds, strain: Ishikawa/13/06",411,Bovine coronavirus,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Embecovirus; Betacoronavirus 1,Phylogenetic studies of bovine coronaviruses isolated in Japan,11-NOV-2008,Bovine coronavirus,genomic RNA,Ishikawa/13/06,,Japan,taxon:11128,,
2093,AB450859,"Bovine coronavirus S1 gene for spike protein subunit 1, partial cds, strain: Ishikawa/12/06",411,Bovine coronavirus,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Embecovirus; Betacoronavirus 1,Phylogenetic studies of bovine coronaviruses isolated in Japan,11-NOV-2008,Bovine coronavirus,genomic RNA,Ishikawa/12/06,,Japan,taxon:11128,,
2094,AB450858,"Bovine coronavirus S1 gene for spike protein subunit 1, partial cds, strain: Ishikawa/11/06",411,Bovine coronavirus,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Embecovirus; Betacoronavirus 1,Phylogenetic studies of bovine coronaviruses isolated in Japan,11-NOV-2008,Bovine coronavirus,genomic RNA,Ishikawa/11/06,,Japan,taxon:11128,,
2095,AB450857,"Bovine coronavirus S1 gene for spike protein subunit 1, partial cds, strain: Ishikawa/10/06",411,Bovine coronavirus,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Embecovirus; Betacoronavirus 1,Phylogenetic studies of bovine coronaviruses isolated in Japan,11-NOV-2008,Bovine coronavirus,genomic RNA,Ishikawa/10/06,,Japan,taxon:11128,,
2096,AB450856,"Bovine coronavirus S1 gene for spike protein subunit 1, partial cds, strain: Toyama/1/08",411,Bovine coronavirus,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Embecovirus; Betacoronavirus 1,Phylogenetic studies of bovine coronaviruses isolated in Japan,11-NOV-2008,Bovine coronavirus,genomic RNA,Toyama/1/08,,Japan,taxon:11128,,
