,accession,seq_definition,seq_length,GBSeq_organism,GBSeq_taxonomy,GBReference_title,Submission_Date,organism,mol_type,strain,host,country,db_xref,segment,collection_date
719,DQ307816,"Eastern equine encephalitis virus strain PE-16.0050 structural protein E2 (E2) gene, partial cds",1260,Eastern equine encephalitis virus,Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Alsuviricetes; Martellivirales; Togaviridae; Alphavirus,Genetic analysis of South American eastern equine encephalomyelitis viruses isolated from mosquitoes collected in the Amazon Basin region of Peru,14-DEC-2005,Eastern equine encephalitis virus,genomic RNA,PE-16.0050,mosquito,Peru,taxon:11021,,1998
720,DQ307815,"Eastern equine encephalitis virus strain PE-11.0352 structural protein E2 (E2) gene, partial cds",1260,Eastern equine encephalitis virus,Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Alsuviricetes; Martellivirales; Togaviridae; Alphavirus,Genetic analysis of South American eastern equine encephalomyelitis viruses isolated from mosquitoes collected in the Amazon Basin region of Peru,14-DEC-2005,Eastern equine encephalitis virus,genomic RNA,PE-11.0352,mosquito,Peru,taxon:11021,,1997
721,DQ307814,"Eastern equine encephalitis virus strain PE-11.0331 structural protein E2 (E2) gene, partial cds",1260,Eastern equine encephalitis virus,Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Alsuviricetes; Martellivirales; Togaviridae; Alphavirus,Genetic analysis of South American eastern equine encephalomyelitis viruses isolated from mosquitoes collected in the Amazon Basin region of Peru,14-DEC-2005,Eastern equine encephalitis virus,genomic RNA,PE-11.0331,mosquito,Peru,taxon:11021,,1997
722,DQ307813,"Eastern equine encephalitis virus strain PE-11.0042 structural protein E2 (E2) gene, partial cds",1260,Eastern equine encephalitis virus,Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Alsuviricetes; Martellivirales; Togaviridae; Alphavirus,Genetic analysis of South American eastern equine encephalomyelitis viruses isolated from mosquitoes collected in the Amazon Basin region of Peru,14-DEC-2005,Eastern equine encephalitis virus,genomic RNA,PE-11.0042,mosquito,Peru,taxon:11021,,1997
723,DQ307812,"Eastern equine encephalitis virus strain PE-5.0519 structural protein E2 (E2) gene, partial cds",1260,Eastern equine encephalitis virus,Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Alsuviricetes; Martellivirales; Togaviridae; Alphavirus,Genetic analysis of South American eastern equine encephalomyelitis viruses isolated from mosquitoes collected in the Amazon Basin region of Peru,14-DEC-2005,Eastern equine encephalitis virus,genomic RNA,PE-5.0519,mosquito,Peru,taxon:11021,,1997
724,DQ307811,"Eastern equine encephalitis virus strain PE-5.0183 structural protein E2 (E2) gene, partial cds",1260,Eastern equine encephalitis virus,Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Alsuviricetes; Martellivirales; Togaviridae; Alphavirus,Genetic analysis of South American eastern equine encephalomyelitis viruses isolated from mosquitoes collected in the Amazon Basin region of Peru,14-DEC-2005,Eastern equine encephalitis virus,genomic RNA,PE-5.0183,mosquito,Peru,taxon:11021,,1997
725,DQ307810,"Eastern equine encephalitis virus strain PE-5.0151 structural protein E2 (E2) gene, partial cds",1260,Eastern equine encephalitis virus,Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Alsuviricetes; Martellivirales; Togaviridae; Alphavirus,Genetic analysis of South American eastern equine encephalomyelitis viruses isolated from mosquitoes collected in the Amazon Basin region of Peru,14-DEC-2005,Eastern equine encephalitis virus,genomic RNA,PE-5.0151,mosquito,Peru,taxon:11021,,1997
726,DQ307809,"Eastern equine encephalitis virus strain PE-4.0775 structural protein E2 (E2) gene, partial cds",1260,Eastern equine encephalitis virus,Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Alsuviricetes; Martellivirales; Togaviridae; Alphavirus,Genetic analysis of South American eastern equine encephalomyelitis viruses isolated from mosquitoes collected in the Amazon Basin region of Peru,14-DEC-2005,Eastern equine encephalitis virus,genomic RNA,PE-4.0775,mosquito,Peru,taxon:11021,,1997
727,DQ307808,"Eastern equine encephalitis virus strain PE-3.0869 structural protein E2 (E2) gene, partial cds",1260,Eastern equine encephalitis virus,Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Alsuviricetes; Martellivirales; Togaviridae; Alphavirus,Genetic analysis of South American eastern equine encephalomyelitis viruses isolated from mosquitoes collected in the Amazon Basin region of Peru,14-DEC-2005,Eastern equine encephalitis virus,genomic RNA,PE-3.0869,mosquito,Peru,taxon:11021,,1996
728,DQ307807,"Eastern equine encephalitis virus strain PE-3.0803 structural protein E2 (E2) gene, partial cds",1260,Eastern equine encephalitis virus,Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Alsuviricetes; Martellivirales; Togaviridae; Alphavirus,Genetic analysis of South American eastern equine encephalomyelitis viruses isolated from mosquitoes collected in the Amazon Basin region of Peru,14-DEC-2005,Eastern equine encephalitis virus,genomic RNA,PE-3.0803,mosquito,Peru,taxon:11021,,1996
729,DQ307806,"Eastern equine encephalitis virus strain PE-3.0391 structural protein E2 (E2) gene, partial cds",1260,Eastern equine encephalitis virus,Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Alsuviricetes; Martellivirales; Togaviridae; Alphavirus,Genetic analysis of South American eastern equine encephalomyelitis viruses isolated from mosquitoes collected in the Amazon Basin region of Peru,14-DEC-2005,Eastern equine encephalitis virus,genomic RNA,PE-3.0391,mosquito,Peru,taxon:11021,,1996
730,DQ307805,"Eastern equine encephalitis virus strain PE-3.0041 structural protein E2 (E2) gene, partial cds",1260,Eastern equine encephalitis virus,Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Alsuviricetes; Martellivirales; Togaviridae; Alphavirus,Genetic analysis of South American eastern equine encephalomyelitis viruses isolated from mosquitoes collected in the Amazon Basin region of Peru,14-DEC-2005,Eastern equine encephalitis virus,genomic RNA,PE-3.0041,mosquito,Peru,taxon:11021,,1996
731,DQ307804,"Eastern equine encephalitis virus strain PE-1.0999 structural protein E2 (E2) gene, partial cds",1260,Eastern equine encephalitis virus,Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Alsuviricetes; Martellivirales; Togaviridae; Alphavirus,Genetic analysis of South American eastern equine encephalomyelitis viruses isolated from mosquitoes collected in the Amazon Basin region of Peru,14-DEC-2005,Eastern equine encephalitis virus,genomic RNA,PE-1.0999,hamster,Peru,taxon:11021,,1998
732,DQ307803,"Eastern equine encephalitis virus strain PE-1.0643 structural protein E2 (E2) gene, partial cds",1260,Eastern equine encephalitis virus,Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Alsuviricetes; Martellivirales; Togaviridae; Alphavirus,Genetic analysis of South American eastern equine encephalomyelitis viruses isolated from mosquitoes collected in the Amazon Basin region of Peru,14-DEC-2005,Eastern equine encephalitis virus,genomic RNA,PE-1.0643,mosquito,Peru,taxon:11021,,1996
733,DQ280417,"Eastern equine encephalitis virus strain PE-2.0010 nonstructural protein 3 (nsP3) gene, partial cds",1617,Eastern equine encephalitis virus,Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Alsuviricetes; Martellivirales; Togaviridae; Alphavirus,Genetic analysis of South American eastern equine encephalomyelitis viruses isolated from mosquitoes collected in the Amazon Basin region of Peru,27-NOV-2005,Eastern equine encephalitis virus,genomic RNA,PE-2.0010,,Peru: Amazon Basin region,taxon:11021,,1996
734,DQ280416,"Eastern equine encephalitis virus strain PE-4.0661 nonstructural protein 3 (nsP3) gene, partial cds",1617,Eastern equine encephalitis virus,Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Alsuviricetes; Martellivirales; Togaviridae; Alphavirus,Genetic analysis of South American eastern equine encephalomyelitis viruses isolated from mosquitoes collected in the Amazon Basin region of Peru,27-NOV-2005,Eastern equine encephalitis virus,genomic RNA,PE-4.0661,,Peru: Amazon Basin region,taxon:11021,,1997
735,DQ280415,"Eastern equine encephalitis virus strain PE-4.0807 nonstructural protein 3 (nsP3) gene, partial cds",1617,Eastern equine encephalitis virus,Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Alsuviricetes; Martellivirales; Togaviridae; Alphavirus,Genetic analysis of South American eastern equine encephalomyelitis viruses isolated from mosquitoes collected in the Amazon Basin region of Peru,27-NOV-2005,Eastern equine encephalitis virus,genomic RNA,PE-4.0807,,Peru: Amazon Basin region,taxon:11021,,1997
736,DQ280414,"Eastern equine encephalitis virus strain PE-4.0808 nonstructural protein 3 (nsP3) gene, partial cds",1617,Eastern equine encephalitis virus,Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Alsuviricetes; Martellivirales; Togaviridae; Alphavirus,Genetic analysis of South American eastern equine encephalomyelitis viruses isolated from mosquitoes collected in the Amazon Basin region of Peru,27-NOV-2005,Eastern equine encephalitis virus,genomic RNA,PE-4.0808,,Peru: Amazon Basin region,taxon:11021,,1997
737,DQ280413,"Eastern equine encephalitis virus strain PE-10.0146 nonstructural protein 3 (nsP3) gene, partial cds",1617,Eastern equine encephalitis virus,Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Alsuviricetes; Martellivirales; Togaviridae; Alphavirus,Genetic analysis of South American eastern equine encephalomyelitis viruses isolated from mosquitoes collected in the Amazon Basin region of Peru,27-NOV-2005,Eastern equine encephalitis virus,genomic RNA,PE-10.0146,,Peru: Amazon Basin region,taxon:11021,,1997
738,DQ280412,"Eastern equine encephalitis virus strain PE-10.0170 nonstructural protein 3 (nsP3) gene, partial cds",1617,Eastern equine encephalitis virus,Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Alsuviricetes; Martellivirales; Togaviridae; Alphavirus,Genetic analysis of South American eastern equine encephalomyelitis viruses isolated from mosquitoes collected in the Amazon Basin region of Peru,27-NOV-2005,Eastern equine encephalitis virus,genomic RNA,PE-10.0170,,Peru: Amazon Basin region,taxon:11021,,1997
739,DQ280411,"Eastern equine encephalitis virus strain PE-11.0207 nonstructural protein 3 (nsP3) gene, partial cds",1617,Eastern equine encephalitis virus,Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Alsuviricetes; Martellivirales; Togaviridae; Alphavirus,Genetic analysis of South American eastern equine encephalomyelitis viruses isolated from mosquitoes collected in the Amazon Basin region of Peru,27-NOV-2005,Eastern equine encephalitis virus,genomic RNA,PE-11.0207,,Peru: Amazon Basin region,taxon:11021,,1997
740,DQ280410,"Eastern equine encephalitis virus strain PE-15.0058 nonstructural protein 3 (nsP3) gene, partial cds",1617,Eastern equine encephalitis virus,Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Alsuviricetes; Martellivirales; Togaviridae; Alphavirus,Genetic analysis of South American eastern equine encephalomyelitis viruses isolated from mosquitoes collected in the Amazon Basin region of Peru,27-NOV-2005,Eastern equine encephalitis virus,genomic RNA,PE-15.0058,,Peru: Amazon Basin region,taxon:11021,,1998
741,DQ280409,"Eastern equine encephalitis virus strain PE-18.0140 nonstructural protein 3 (nsP3) gene, partial cds",1617,Eastern equine encephalitis virus,Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Alsuviricetes; Martellivirales; Togaviridae; Alphavirus,Genetic analysis of South American eastern equine encephalomyelitis viruses isolated from mosquitoes collected in the Amazon Basin region of Peru,27-NOV-2005,Eastern equine encephalitis virus,genomic RNA,PE-18.0140,,Peru: Amazon Basin region,taxon:11021,,1999
742,DQ280408,"Eastern equine encephalitis virus strain PE-18.0169 nonstructural protein 3 (nsP3) gene, partial cds",1617,Eastern equine encephalitis virus,Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Alsuviricetes; Martellivirales; Togaviridae; Alphavirus,Genetic analysis of South American eastern equine encephalomyelitis viruses isolated from mosquitoes collected in the Amazon Basin region of Peru,27-NOV-2005,Eastern equine encephalitis virus,genomic RNA,PE-18.0169,,Peru: Amazon Basin region,taxon:11021,,1999
743,DQ280407,"Eastern equine encephalitis virus strain PE-18.1150 nonstructural protein 3 (nsP3) gene, partial cds",1617,Eastern equine encephalitis virus,Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Alsuviricetes; Martellivirales; Togaviridae; Alphavirus,Genetic analysis of South American eastern equine encephalomyelitis viruses isolated from mosquitoes collected in the Amazon Basin region of Peru,27-NOV-2005,Eastern equine encephalitis virus,genomic RNA,PE-18.1150,,Peru: Amazon Basin region,taxon:11021,,1999
744,DQ280406,"Eastern equine encephalitis virus strain PE-22.0263 nonstructural protein 3 (nsP3) gene, partial cds",1617,Eastern equine encephalitis virus,Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Alsuviricetes; Martellivirales; Togaviridae; Alphavirus,Genetic analysis of South American eastern equine encephalomyelitis viruses isolated from mosquitoes collected in the Amazon Basin region of Peru,27-NOV-2005,Eastern equine encephalitis virus,genomic RNA,PE-22.0263,,Peru: Amazon Basin region,taxon:11021,,2000
745,DQ280405,"Eastern equine encephalitis virus strain PE-22.0285 nonstructural protein 3 (nsP3) gene, partial cds",1617,Eastern equine encephalitis virus,Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Alsuviricetes; Martellivirales; Togaviridae; Alphavirus,Genetic analysis of South American eastern equine encephalomyelitis viruses isolated from mosquitoes collected in the Amazon Basin region of Peru,27-NOV-2005,Eastern equine encephalitis virus,genomic RNA,PE-22.0285,,Peru: Amazon Basin region,taxon:11021,,2000
746,DQ280404,"Eastern equine encephalitis virus strain PE-22.0526 nonstructural protein 3 (nsP3) gene, partial cds",1617,Eastern equine encephalitis virus,Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Alsuviricetes; Martellivirales; Togaviridae; Alphavirus,Genetic analysis of South American eastern equine encephalomyelitis viruses isolated from mosquitoes collected in the Amazon Basin region of Peru,27-NOV-2005,Eastern equine encephalitis virus,genomic RNA,PE-22.0526,,Peru: Amazon Basin region,taxon:11021,,2000
747,DQ280403,"Eastern equine encephalitis virus strain PE-22.0534 nonstructural protein 3 (nsP3) gene, partial cds",1618,Eastern equine encephalitis virus,Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Alsuviricetes; Martellivirales; Togaviridae; Alphavirus,Genetic analysis of South American eastern equine encephalomyelitis viruses isolated from mosquitoes collected in the Amazon Basin region of Peru,27-NOV-2005,Eastern equine encephalitis virus,genomic RNA,PE-22.0534,,Peru: Amazon Basin region,taxon:11021,,2000
748,DQ280402,"Eastern equine encephalitis virus strain PE-22.0678 nonstructural protein 3 (nsP3) gene, partial cds",1617,Eastern equine encephalitis virus,Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Alsuviricetes; Martellivirales; Togaviridae; Alphavirus,Genetic analysis of South American eastern equine encephalomyelitis viruses isolated from mosquitoes collected in the Amazon Basin region of Peru,27-NOV-2005,Eastern equine encephalitis virus,genomic RNA,PE-22.0678,,Peru: Amazon Basin region,taxon:11021,,2000
749,DQ280401,"Eastern equine encephalitis virus strain PE-24.0111 nonstructural protein 3 (nsP3) gene, partial cds",1617,Eastern equine encephalitis virus,Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Alsuviricetes; Martellivirales; Togaviridae; Alphavirus,Genetic analysis of South American eastern equine encephalomyelitis viruses isolated from mosquitoes collected in the Amazon Basin region of Peru,27-NOV-2005,Eastern equine encephalitis virus,genomic RNA,PE-24.0111,,Peru: Amazon Basin region,taxon:11021,,2000
750,DQ280400,"Eastern equine encephalitis virus strain PE-24.0132 nonstructural protein 3 (nsP3) gene, partial cds",1617,Eastern equine encephalitis virus,Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Alsuviricetes; Martellivirales; Togaviridae; Alphavirus,Genetic analysis of South American eastern equine encephalomyelitis viruses isolated from mosquitoes collected in the Amazon Basin region of Peru,27-NOV-2005,Eastern equine encephalitis virus,genomic RNA,PE-24.0132,,Peru: Amazon Basin region,taxon:11021,,2000
751,DQ280399,"Eastern equine encephalitis virus strain PE-22.0552 nonstructural protein 3 (nsP3) gene, partial cds",1605,Eastern equine encephalitis virus,Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Alsuviricetes; Martellivirales; Togaviridae; Alphavirus,Genetic analysis of South American eastern equine encephalomyelitis viruses isolated from mosquitoes collected in the Amazon Basin region of Peru,27-NOV-2005,Eastern equine encephalitis virus,genomic RNA,PE-22.0552,,Peru: Amazon Basin region,taxon:11021,,2000
752,DQ280398,"Eastern equine encephalitis virus strain PE-22.0110 nonstructural protein 3 (nsP3) gene, partial cds",1605,Eastern equine encephalitis virus,Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Alsuviricetes; Martellivirales; Togaviridae; Alphavirus,Genetic analysis of South American eastern equine encephalomyelitis viruses isolated from mosquitoes collected in the Amazon Basin region of Peru,27-NOV-2005,Eastern equine encephalitis virus,genomic RNA,PE-22.0110,,Peru: Amazon Basin region,taxon:11021,,2000
753,DQ280397,"Eastern equine encephalitis virus strain PE-17.0547 nonstructural protein 3 (nsP3) gene, partial cds",1608,Eastern equine encephalitis virus,Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Alsuviricetes; Martellivirales; Togaviridae; Alphavirus,Genetic analysis of South American eastern equine encephalomyelitis viruses isolated from mosquitoes collected in the Amazon Basin region of Peru,27-NOV-2005,Eastern equine encephalitis virus,genomic RNA,PE-17.0547,,Peru: Amazon Basin region,taxon:11021,,1998
754,DQ280396,"Eastern equine encephalitis virus strain PE-16.0140 nonstructural protein 3 (nsP3) gene, partial cds",1605,Eastern equine encephalitis virus,Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Alsuviricetes; Martellivirales; Togaviridae; Alphavirus,Genetic analysis of South American eastern equine encephalomyelitis viruses isolated from mosquitoes collected in the Amazon Basin region of Peru,27-NOV-2005,Eastern equine encephalitis virus,genomic RNA,PE-16.0140,,Peru: Amazon Basin region,taxon:11021,,1998
755,DQ280395,"Eastern equine encephalitis virus strain PE-16.0050 nonstructural protein 3 (nsP3) gene, partial cds",1605,Eastern equine encephalitis virus,Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Alsuviricetes; Martellivirales; Togaviridae; Alphavirus,Genetic analysis of South American eastern equine encephalomyelitis viruses isolated from mosquitoes collected in the Amazon Basin region of Peru,27-NOV-2005,Eastern equine encephalitis virus,genomic RNA,PE-16.0050,,Peru: Amazon Basin region,taxon:11021,,1998
756,DQ280394,"Eastern equine encephalitis virus strain PE-11.0352 nonstructural protein 3 (nsP3) gene, partial cds",1608,Eastern equine encephalitis virus,Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Alsuviricetes; Martellivirales; Togaviridae; Alphavirus,Genetic analysis of South American eastern equine encephalomyelitis viruses isolated from mosquitoes collected in the Amazon Basin region of Peru,27-NOV-2005,Eastern equine encephalitis virus,genomic RNA,PE-11.0352,,Peru: Amazon Basin region,taxon:11021,,1997
757,DQ280393,"Eastern equine encephalitis virus strain PE-11.0331 nonstructural protein 3 (nsP3) gene, partial cds",1608,Eastern equine encephalitis virus,Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Alsuviricetes; Martellivirales; Togaviridae; Alphavirus,Genetic analysis of South American eastern equine encephalomyelitis viruses isolated from mosquitoes collected in the Amazon Basin region of Peru,27-NOV-2005,Eastern equine encephalitis virus,genomic RNA,PE-11.0331,,Peru: Amazon Basin region,taxon:11021,,1997
758,DQ280392,"Eastern equine encephalitis virus strain PE-11.0042 nonstructural protein 3 (nsP3) gene, partial cds",1608,Eastern equine encephalitis virus,Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Alsuviricetes; Martellivirales; Togaviridae; Alphavirus,Genetic analysis of South American eastern equine encephalomyelitis viruses isolated from mosquitoes collected in the Amazon Basin region of Peru,27-NOV-2005,Eastern equine encephalitis virus,genomic RNA,PE-11.0042,,Peru: Amazon Basin region,taxon:11021,,1997
759,DQ280391,"Eastern equine encephalitis virus strain PE-5.0519 nonstructural protein 3 (nsP3) gene, partial cds",1608,Eastern equine encephalitis virus,Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Alsuviricetes; Martellivirales; Togaviridae; Alphavirus,Genetic analysis of South American eastern equine encephalomyelitis viruses isolated from mosquitoes collected in the Amazon Basin region of Peru,27-NOV-2005,Eastern equine encephalitis virus,genomic RNA,PE-5.0519,,Peru: Amazon Basin region,taxon:11021,,1997
760,DQ280390,"Eastern equine encephalitis virus strain PE-5.0183 nonstructural protein 3 (nsP3) gene, partial cds",1608,Eastern equine encephalitis virus,Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Alsuviricetes; Martellivirales; Togaviridae; Alphavirus,Genetic analysis of South American eastern equine encephalomyelitis viruses isolated from mosquitoes collected in the Amazon Basin region of Peru,27-NOV-2005,Eastern equine encephalitis virus,genomic RNA,PE-5.0183,,Peru: Amazon Basin region,taxon:11021,,1997
761,DQ280389,"Eastern equine encephalitis virus strain PE-5.0151 nonstructural protein 3 (nsP3) gene, partial cds",1608,Eastern equine encephalitis virus,Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Alsuviricetes; Martellivirales; Togaviridae; Alphavirus,Genetic analysis of South American eastern equine encephalomyelitis viruses isolated from mosquitoes collected in the Amazon Basin region of Peru,27-NOV-2005,Eastern equine encephalitis virus,genomic RNA,PE-5.0151,,Peru: Amazon Basin region,taxon:11021,,1997
762,DQ280388,"Eastern equine encephalitis virus strain PE-4.0775 nonstructural protein 3 (nsP3) gene, partial cds",1608,Eastern equine encephalitis virus,Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Alsuviricetes; Martellivirales; Togaviridae; Alphavirus,Genetic analysis of South American eastern equine encephalomyelitis viruses isolated from mosquitoes collected in the Amazon Basin region of Peru,27-NOV-2005,Eastern equine encephalitis virus,genomic RNA,PE-4.0775,,Peru: Amazon Basin region,taxon:11021,,1997
763,DQ280387,"Eastern equine encephalitis virus strain PE-3.0869 nonstructural protein 3 (nsP3) gene, partial cds",1605,Eastern equine encephalitis virus,Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Alsuviricetes; Martellivirales; Togaviridae; Alphavirus,Genetic analysis of South American eastern equine encephalomyelitis viruses isolated from mosquitoes collected in the Amazon Basin region of Peru,27-NOV-2005,Eastern equine encephalitis virus,genomic RNA,PE-3.0869,,Peru: Amazon Basin region,taxon:11021,,1996
764,DQ280386,"Eastern equine encephalitis virus strain PE-3.0803 nonstructural protein 3 (nsP3) gene, partial cds",1605,Eastern equine encephalitis virus,Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Alsuviricetes; Martellivirales; Togaviridae; Alphavirus,Genetic analysis of South American eastern equine encephalomyelitis viruses isolated from mosquitoes collected in the Amazon Basin region of Peru,27-NOV-2005,Eastern equine encephalitis virus,genomic RNA,PE-3.0803,,Peru: Amazon Basin region,taxon:11021,,1996
765,DQ280385,"Eastern equine encephalitis virus strain PE-3.0391 nonstructural protein 3 (nsP3) gene, partial cds",1605,Eastern equine encephalitis virus,Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Alsuviricetes; Martellivirales; Togaviridae; Alphavirus,Genetic analysis of South American eastern equine encephalomyelitis viruses isolated from mosquitoes collected in the Amazon Basin region of Peru,27-NOV-2005,Eastern equine encephalitis virus,genomic RNA,PE-3.0391,,Peru: Amazon Basin region,taxon:11021,,1996
766,DQ280384,"Eastern equine encephalitis virus strain PE-3.0041 nonstructural protein 3 (nsP3) gene, partial cds",1608,Eastern equine encephalitis virus,Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Alsuviricetes; Martellivirales; Togaviridae; Alphavirus,Genetic analysis of South American eastern equine encephalomyelitis viruses isolated from mosquitoes collected in the Amazon Basin region of Peru,27-NOV-2005,Eastern equine encephalitis virus,genomic RNA,PE-3.0041,,Peru: Amazon Basin region,taxon:11021,,1996
767,DQ280383,"Eastern equine encephalitis virus strain PE-1.0999 nonstructural protein 3 (nsP3) gene, partial cds",1608,Eastern equine encephalitis virus,Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Alsuviricetes; Martellivirales; Togaviridae; Alphavirus,Genetic analysis of South American eastern equine encephalomyelitis viruses isolated from mosquitoes collected in the Amazon Basin region of Peru,27-NOV-2005,Eastern equine encephalitis virus,genomic RNA,PE-1.0999,,Peru: Amazon Basin region,taxon:11021,,1998
768,DQ280382,"Eastern equine encephalitis virus strain PE-1.0643 nonstructural protein 3 (nsP3) gene, partial cds",1608,Eastern equine encephalitis virus,Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Alsuviricetes; Martellivirales; Togaviridae; Alphavirus,Genetic analysis of South American eastern equine encephalomyelitis viruses isolated from mosquitoes collected in the Amazon Basin region of Peru,27-NOV-2005,Eastern equine encephalitis virus,genomic RNA,PE-1.0643,,Peru: Amazon Basin region,taxon:11021,,1996
769,AF105033,"Eastern equine encephalomyelitis virus envelope glycoprotein E1 gene, partial cds and 3' terminal sequence",351,Eastern equine encephalitis virus,Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Alsuviricetes; Martellivirales; Togaviridae; Alphavirus,3' terminus of equine encephalitis virus 91031 strain isolated in China,26-FEB-1999,Eastern equine encephalitis virus,genomic RNA,91031,,China,taxon:11021,,
770,S63996,"E1 glycoprotein {3' region} [Eastern equine encephalomyelitis virus EEEV, 215-85, MD85B, Genomic RNA, 963 nt]",963,Eastern equine encephalitis virus,Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Alsuviricetes; Martellivirales; Togaviridae; Alphavirus,Diversity within natural populations of eastern equine encephalomyelitis virus,15-SEP-1993,Eastern equine encephalitis virus,genomic RNA,,,,taxon:11021,,
771,HM196240,"Eastern equine encephalitis virus strain AL2003 mAL-64 structural polyprotein gene, partial cds",3729,Eastern equine encephalitis virus,Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Alsuviricetes; Martellivirales; Togaviridae; Alphavirus,Phylogenetic analysis of eastern equine encephalitis virus isolates from Florida,09-FEB-2011,Eastern equine encephalitis virus,genomic RNA,AL2003 mAL-64,Culiseta melanura,"USA: Alabama, Macon County",taxon:11021,,29-Jul-2003
772,HM196239,"Eastern equine encephalitis virus strain AL2003 mAL-63 structural polyprotein gene, partial cds",3729,Eastern equine encephalitis virus,Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Alsuviricetes; Martellivirales; Togaviridae; Alphavirus,Phylogenetic analysis of eastern equine encephalitis virus isolates from Florida,09-FEB-2011,Eastern equine encephalitis virus,genomic RNA,AL2003 mAL-63,Culex erraticus,"USA: Alabama, Macon County",taxon:11021,,31-Jul-2003
773,HM196238,"Eastern equine encephalitis virus strain AL2003 mAL-62 structural polyprotein gene, partial cds",3729,Eastern equine encephalitis virus,Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Alsuviricetes; Martellivirales; Togaviridae; Alphavirus,Phylogenetic analysis of eastern equine encephalitis virus isolates from Florida,09-FEB-2011,Eastern equine encephalitis virus,genomic RNA,AL2003 mAL-62,mosquito,"USA: Alabama, Macon County",taxon:11021,,25-Jul-2003
774,HM196237,"Eastern equine encephalitis virus strain FL2002 aR1-56 structural polyprotein gene, partial cds",3729,Eastern equine encephalitis virus,Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Alsuviricetes; Martellivirales; Togaviridae; Alphavirus,Phylogenetic analysis of eastern equine encephalitis virus isolates from Florida,09-FEB-2011,Eastern equine encephalitis virus,genomic RNA,FL2002 aR1-56,finch,"USA: Florida, Santa Rosa County",taxon:11021,,01-Nov-2002
775,HM196236,"Eastern equine encephalitis virus strain FL1992 aR3-52 structural polyprotein gene, partial cds",3729,Eastern equine encephalitis virus,Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Alsuviricetes; Martellivirales; Togaviridae; Alphavirus,Phylogenetic analysis of eastern equine encephalitis virus isolates from Florida,09-FEB-2011,Eastern equine encephalitis virus,genomic RNA,FL1992 aR3-52,white ibis,"USA: Florida, Orange County",taxon:11021,,25-Jun-1992
