,accession,seq_definition,seq_length,GBSeq_organism,GBSeq_taxonomy,GBReference_title,Submission_Date,organism,mol_type,strain,host,country,db_xref,segment,collection_date
1425,OR189450,"UNVERIFIED: Human respirovirus 3 isolate hPiv3/Russia/SPE-RII-17309S/2023 hemagglutinin-neuraminidase-like (HN) gene, complete sequence",1888,Human respirovirus 3,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae; Orthoparamyxovirinae; Respirovirus; Respirovirus pneumoniae,Genetic diversity of human respiroviruses in Russia,31-DEC-2023,Human respirovirus 3,viral cRNA,,Homo sapiens,Russia: Saint Petersburg,taxon:11216,,21-Apr-2023
1426,OR189449,"UNVERIFIED: Human respirovirus 3 isolate hPiv3/Russia/SPE-RII-17246S/2023 hemagglutinin-neuraminidase-like (HN) gene, complete sequence",1888,Human respirovirus 3,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae; Orthoparamyxovirinae; Respirovirus; Respirovirus pneumoniae,Genetic diversity of human respiroviruses in Russia,31-DEC-2023,Human respirovirus 3,viral cRNA,,Homo sapiens,Russia: Saint Petersburg,taxon:11216,,19-Apr-2023
1427,OR189448,"Human respirovirus 3 isolate hPiv3/Russia/SPE-RII-17154S/2023 hemagglutinin-neuraminidase (HN) gene, complete cds",1888,Human respirovirus 3,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae; Orthoparamyxovirinae; Respirovirus; Respirovirus pneumoniae,Genetic diversity of human respiroviruses in Russia,31-DEC-2023,Human respirovirus 3,viral cRNA,,Homo sapiens,Russia: Saint Petersburg,taxon:11216,,17-Apr-2023
1428,OR189447,"Human respirovirus 3 isolate hPiv3/Russia/SPE-RII-17122S/2023 hemagglutinin-neuraminidase (HN) gene, complete cds",1888,Human respirovirus 3,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae; Orthoparamyxovirinae; Respirovirus; Respirovirus pneumoniae,Genetic diversity of human respiroviruses in Russia,31-DEC-2023,Human respirovirus 3,viral cRNA,,Homo sapiens,Russia: Saint Petersburg,taxon:11216,,17-Apr-2023
1429,OR189446,"Human respirovirus 3 isolate hPiv3/Russia/SPE-RII-17061S/2023 hemagglutinin-neuraminidase (HN) gene, complete cds",1888,Human respirovirus 3,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae; Orthoparamyxovirinae; Respirovirus; Respirovirus pneumoniae,Genetic diversity of human respiroviruses in Russia,31-DEC-2023,Human respirovirus 3,viral cRNA,,Homo sapiens,Russia: Saint Petersburg,taxon:11216,,16-Apr-2023
1430,OR189445,"Human respirovirus 3 isolate hPiv3/Russia/SPE-RII-16991S/2023 hemagglutinin-neuraminidase (HN) gene, complete cds",1888,Human respirovirus 3,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae; Orthoparamyxovirinae; Respirovirus; Respirovirus pneumoniae,Genetic diversity of human respiroviruses in Russia,31-DEC-2023,Human respirovirus 3,viral cRNA,,Homo sapiens,Russia: Saint Petersburg,taxon:11216,,15-Apr-2023
1431,OR189444,"Human respirovirus 3 isolate hPiv3/Russia/SPE-RII-16924S/2023 hemagglutinin-neuraminidase (HN) gene, complete cds",1888,Human respirovirus 3,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae; Orthoparamyxovirinae; Respirovirus; Respirovirus pneumoniae,Genetic diversity of human respiroviruses in Russia,31-DEC-2023,Human respirovirus 3,viral cRNA,,Homo sapiens,Russia: Saint Petersburg,taxon:11216,,13-Apr-2023
1432,OR189443,"Human respirovirus 3 isolate hPiv3/Russia/SPE-RII-16916S/2023 hemagglutinin-neuraminidase (HN) gene, complete cds",1888,Human respirovirus 3,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae; Orthoparamyxovirinae; Respirovirus; Respirovirus pneumoniae,Genetic diversity of human respiroviruses in Russia,31-DEC-2023,Human respirovirus 3,viral cRNA,,Homo sapiens,Russia: Saint Petersburg,taxon:11216,,13-Apr-2023
1433,OR189442,"UNVERIFIED: Human respirovirus 3 isolate hPiv3/Russia/SPE-RII-16823S/2023 hemagglutinin-neuraminidase-like (HN) gene, complete sequence",1888,Human respirovirus 3,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae; Orthoparamyxovirinae; Respirovirus; Respirovirus pneumoniae,Genetic diversity of human respiroviruses in Russia,31-DEC-2023,Human respirovirus 3,viral cRNA,,Homo sapiens,Russia: Saint Petersburg,taxon:11216,,13-Apr-2023
1434,OR189441,"Human respirovirus 3 isolate hPiv3/Russia/SPE-RII-16809S/2023 hemagglutinin-neuraminidase (HN) gene, complete cds",1888,Human respirovirus 3,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae; Orthoparamyxovirinae; Respirovirus; Respirovirus pneumoniae,Genetic diversity of human respiroviruses in Russia,31-DEC-2023,Human respirovirus 3,viral cRNA,,Homo sapiens,Russia: Saint Petersburg,taxon:11216,,12-Apr-2023
1435,OR189440,"Human respirovirus 3 isolate hPiv3/Russia/SPE-RII-16790S/2023 hemagglutinin-neuraminidase (HN) gene, complete cds",1888,Human respirovirus 3,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae; Orthoparamyxovirinae; Respirovirus; Respirovirus pneumoniae,Genetic diversity of human respiroviruses in Russia,31-DEC-2023,Human respirovirus 3,viral cRNA,,Homo sapiens,Russia: Saint Petersburg,taxon:11216,,12-Apr-2023
1436,OR189439,"Human respirovirus 3 isolate hPiv3/Russia/SPE-RII-16748S/2023 hemagglutinin-neuraminidase (HN) gene, complete cds",1888,Human respirovirus 3,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae; Orthoparamyxovirinae; Respirovirus; Respirovirus pneumoniae,Genetic diversity of human respiroviruses in Russia,31-DEC-2023,Human respirovirus 3,viral cRNA,,Homo sapiens,Russia: Saint Petersburg,taxon:11216,,12-Apr-2023
1437,OR189438,"Human respirovirus 3 isolate hPiv3/Russia/SPE-RII-16747S/2023 hemagglutinin-neuraminidase (HN) gene, complete cds",1888,Human respirovirus 3,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae; Orthoparamyxovirinae; Respirovirus; Respirovirus pneumoniae,Genetic diversity of human respiroviruses in Russia,31-DEC-2023,Human respirovirus 3,viral cRNA,,Homo sapiens,Russia: Saint Petersburg,taxon:11216,,12-Apr-2023
1438,OR189437,"Human respirovirus 3 isolate hPiv3/Russia/SPE-RII-16590S/2023 hemagglutinin-neuraminidase (HN) gene, complete cds",1888,Human respirovirus 3,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae; Orthoparamyxovirinae; Respirovirus; Respirovirus pneumoniae,Genetic diversity of human respiroviruses in Russia,31-DEC-2023,Human respirovirus 3,viral cRNA,,Homo sapiens,Russia: Saint Petersburg,taxon:11216,,10-Apr-2023
1439,OR189436,"Human respirovirus 3 isolate hPiv3/Russia/SPE-RII-16390S/2023 hemagglutinin-neuraminidase (HN) gene, complete cds",1888,Human respirovirus 3,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae; Orthoparamyxovirinae; Respirovirus; Respirovirus pneumoniae,Genetic diversity of human respiroviruses in Russia,31-DEC-2023,Human respirovirus 3,viral cRNA,,Homo sapiens,Russia: Saint Petersburg,taxon:11216,,07-Apr-2023
1440,OR189435,"Human respirovirus 3 isolate hPiv3/Russia/SPE-RII-16310S/2023 hemagglutinin-neuraminidase (HN) gene, complete cds",1888,Human respirovirus 3,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae; Orthoparamyxovirinae; Respirovirus; Respirovirus pneumoniae,Genetic diversity of human respiroviruses in Russia,31-DEC-2023,Human respirovirus 3,viral cRNA,,Homo sapiens,Russia: Saint Petersburg,taxon:11216,,06-Apr-2023
1441,OR189434,"Human respirovirus 3 isolate hPiv3/Russia/SPE-RII-16016S/2023 hemagglutinin-neuraminidase (HN) gene, complete cds",1888,Human respirovirus 3,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae; Orthoparamyxovirinae; Respirovirus; Respirovirus pneumoniae,Genetic diversity of human respiroviruses in Russia,31-DEC-2023,Human respirovirus 3,viral cRNA,,Homo sapiens,Russia: Saint Petersburg,taxon:11216,,25-Mar-2023
1442,OR189433,"Human respirovirus 3 isolate hPiv3/Russia/SPE-RII-15851S/2023 hemagglutinin-neuraminidase (HN) gene, complete cds",1888,Human respirovirus 3,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae; Orthoparamyxovirinae; Respirovirus; Respirovirus pneumoniae,Genetic diversity of human respiroviruses in Russia,31-DEC-2023,Human respirovirus 3,viral cRNA,,Homo sapiens,Russia: Saint Petersburg,taxon:11216,,02-Apr-2023
1443,OR189432,"Human respirovirus 3 isolate hPiv3/Russia/SPE-RII-15637S/2023 hemagglutinin-neuraminidase (HN) gene, complete cds",1888,Human respirovirus 3,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae; Orthoparamyxovirinae; Respirovirus; Respirovirus pneumoniae,Genetic diversity of human respiroviruses in Russia,31-DEC-2023,Human respirovirus 3,viral cRNA,,Homo sapiens,Russia: Saint Petersburg,taxon:11216,,31-Mar-2023
1444,OR189431,"Human respirovirus 3 isolate hPiv3/Russia/SPE-RII-15618S/2023 hemagglutinin-neuraminidase (HN) gene, complete cds",1888,Human respirovirus 3,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae; Orthoparamyxovirinae; Respirovirus; Respirovirus pneumoniae,Genetic diversity of human respiroviruses in Russia,31-DEC-2023,Human respirovirus 3,viral cRNA,,Homo sapiens,Russia: Saint Petersburg,taxon:11216,,30-Mar-2023
1445,OR189430,"Human respirovirus 3 isolate hPiv3/Russia/SPE-RII-15564S/2023 hemagglutinin-neuraminidase (HN) gene, complete cds",1888,Human respirovirus 3,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae; Orthoparamyxovirinae; Respirovirus; Respirovirus pneumoniae,Genetic diversity of human respiroviruses in Russia,31-DEC-2023,Human respirovirus 3,viral cRNA,,Homo sapiens,Russia: Saint Petersburg,taxon:11216,,30-Mar-2023
1446,OR189429,"Human respirovirus 3 isolate hPiv3/Russia/SPE-RII-15457S/2023 hemagglutinin-neuraminidase (HN) gene, complete cds",1888,Human respirovirus 3,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae; Orthoparamyxovirinae; Respirovirus; Respirovirus pneumoniae,Genetic diversity of human respiroviruses in Russia,31-DEC-2023,Human respirovirus 3,viral cRNA,,Homo sapiens,Russia: Saint Petersburg,taxon:11216,,29-Mar-2023
1447,OR189428,"Human respirovirus 3 isolate hPiv3/Russia/SPE-RII-15362S/2023 hemagglutinin-neuraminidase (HN) gene, complete cds",1888,Human respirovirus 3,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae; Orthoparamyxovirinae; Respirovirus; Respirovirus pneumoniae,Genetic diversity of human respiroviruses in Russia,31-DEC-2023,Human respirovirus 3,viral cRNA,,Homo sapiens,Russia: Saint Petersburg,taxon:11216,,28-Mar-2023
1448,OR189427,"Human respirovirus 3 isolate hPiv3/Russia/SPE-RII-15350S/2023 hemagglutinin-neuraminidase (HN) gene, complete cds",1888,Human respirovirus 3,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae; Orthoparamyxovirinae; Respirovirus; Respirovirus pneumoniae,Genetic diversity of human respiroviruses in Russia,31-DEC-2023,Human respirovirus 3,viral cRNA,,Homo sapiens,Russia: Saint Petersburg,taxon:11216,,28-Mar-2023
1449,OR189426,"Human respirovirus 3 isolate hPiv3/Russia/SPE-RII-15276S/2023 hemagglutinin-neuraminidase (HN) gene, complete cds",1888,Human respirovirus 3,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae; Orthoparamyxovirinae; Respirovirus; Respirovirus pneumoniae,Genetic diversity of human respiroviruses in Russia,31-DEC-2023,Human respirovirus 3,viral cRNA,,Homo sapiens,Russia: Saint Petersburg,taxon:11216,,24-Mar-2023
1450,OR189425,"Human respirovirus 3 isolate hPiv3/Russia/SPE-RII-15185S/2023 hemagglutinin-neuraminidase (HN) gene, complete cds",1888,Human respirovirus 3,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae; Orthoparamyxovirinae; Respirovirus; Respirovirus pneumoniae,Genetic diversity of human respiroviruses in Russia,31-DEC-2023,Human respirovirus 3,viral cRNA,,Homo sapiens,Russia: Saint Petersburg,taxon:11216,,25-Mar-2023
1451,OR189424,"Human respirovirus 3 isolate hPiv3/Russia/SPE-RII-14981S/2023 hemagglutinin-neuraminidase (HN) gene, complete cds",1888,Human respirovirus 3,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae; Orthoparamyxovirinae; Respirovirus; Respirovirus pneumoniae,Genetic diversity of human respiroviruses in Russia,31-DEC-2023,Human respirovirus 3,viral cRNA,,Homo sapiens,Russia: Saint Petersburg,taxon:11216,,22-Mar-2023
1452,OR189423,"Human respirovirus 3 isolate hPiv3/Russia/SPE-RII-14814S/2023 hemagglutinin-neuraminidase (HN) gene, complete cds",1888,Human respirovirus 3,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae; Orthoparamyxovirinae; Respirovirus; Respirovirus pneumoniae,Genetic diversity of human respiroviruses in Russia,31-DEC-2023,Human respirovirus 3,viral cRNA,,Homo sapiens,Russia: Saint Petersburg,taxon:11216,,21-Mar-2023
1453,OR189422,"Human respirovirus 3 isolate hPiv3/Russia/SPE-RII-14745S/2023 hemagglutinin-neuraminidase (HN) gene, complete cds",1888,Human respirovirus 3,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae; Orthoparamyxovirinae; Respirovirus; Respirovirus pneumoniae,Genetic diversity of human respiroviruses in Russia,31-DEC-2023,Human respirovirus 3,viral cRNA,,Homo sapiens,Russia: Saint Petersburg,taxon:11216,,20-Mar-2023
1454,OR189421,"Human respirovirus 3 isolate hPiv3/Russia/SPE-RII-14278S/2023 hemagglutinin-neuraminidase (HN) gene, complete cds",1888,Human respirovirus 3,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae; Orthoparamyxovirinae; Respirovirus; Respirovirus pneumoniae,Genetic diversity of human respiroviruses in Russia,31-DEC-2023,Human respirovirus 3,viral cRNA,,Homo sapiens,Russia: Saint Petersburg,taxon:11216,,14-Mar-2023
1455,OR189420,"Human respirovirus 3 isolate hPiv3/Russia/SPE-RII-14261S/2023 hemagglutinin-neuraminidase (HN) gene, complete cds",1888,Human respirovirus 3,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae; Orthoparamyxovirinae; Respirovirus; Respirovirus pneumoniae,Genetic diversity of human respiroviruses in Russia,31-DEC-2023,Human respirovirus 3,viral cRNA,,Homo sapiens,Russia: Saint Petersburg,taxon:11216,,13-Mar-2023
1456,OR189419,"Human respirovirus 3 isolate hPiv3/Russia/SPE-RII-14057S/2023 hemagglutinin-neuraminidase (HN) gene, complete cds",1888,Human respirovirus 3,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae; Orthoparamyxovirinae; Respirovirus; Respirovirus pneumoniae,Genetic diversity of human respiroviruses in Russia,31-DEC-2023,Human respirovirus 3,viral cRNA,,Homo sapiens,Russia: Saint Petersburg,taxon:11216,,10-Mar-2023
1457,OR189418,"Human respirovirus 3 isolate hPiv3/Russia/SPE-RII-13956S/2023 hemagglutinin-neuraminidase (HN) gene, complete cds",1888,Human respirovirus 3,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae; Orthoparamyxovirinae; Respirovirus; Respirovirus pneumoniae,Genetic diversity of human respiroviruses in Russia,31-DEC-2023,Human respirovirus 3,viral cRNA,,Homo sapiens,Russia: Saint Petersburg,taxon:11216,,09-Mar-2023
1458,OR189417,"UNVERIFIED: Human respirovirus 3 isolate hPiv3/Russia/SPE-RII-13951S/2023 hemagglutinin-neuraminidase-like (HN) gene, complete sequence",1888,Human respirovirus 3,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae; Orthoparamyxovirinae; Respirovirus; Respirovirus pneumoniae,Genetic diversity of human respiroviruses in Russia,31-DEC-2023,Human respirovirus 3,viral cRNA,,Homo sapiens,Russia: Saint Petersburg,taxon:11216,,09-Mar-2023
1459,OR189416,"Human respirovirus 3 isolate hPiv3/Russia/SPE-RII-13884S/2023 hemagglutinin-neuraminidase (HN) gene, complete cds",1888,Human respirovirus 3,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae; Orthoparamyxovirinae; Respirovirus; Respirovirus pneumoniae,Genetic diversity of human respiroviruses in Russia,31-DEC-2023,Human respirovirus 3,viral cRNA,,Homo sapiens,Russia: Saint Petersburg,taxon:11216,,09-Mar-2023
1460,OR189415,"Human respirovirus 3 isolate hPiv3/Russia/SPE-RII-13620S/2023 hemagglutinin-neuraminidase (HN) gene, complete cds",1888,Human respirovirus 3,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae; Orthoparamyxovirinae; Respirovirus; Respirovirus pneumoniae,Genetic diversity of human respiroviruses in Russia,31-DEC-2023,Human respirovirus 3,viral cRNA,,Homo sapiens,Russia: Saint Petersburg,taxon:11216,,06-Mar-2023
1461,OR189414,"Human respirovirus 3 isolate hPiv3/Russia/SPE-RII-13557S/2023 hemagglutinin-neuraminidase (HN) gene, complete cds",1888,Human respirovirus 3,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae; Orthoparamyxovirinae; Respirovirus; Respirovirus pneumoniae,Genetic diversity of human respiroviruses in Russia,31-DEC-2023,Human respirovirus 3,viral cRNA,,Homo sapiens,Russia: Saint Petersburg,taxon:11216,,05-Mar-2023
1462,OR189413,"Human respirovirus 3 isolate hPiv3/Russia/SPE-RII-2983S/2022 hemagglutinin-neuraminidase (HN) gene, complete cds",1888,Human respirovirus 3,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae; Orthoparamyxovirinae; Respirovirus; Respirovirus pneumoniae,Genetic diversity of human respiroviruses in Russia,31-DEC-2023,Human respirovirus 3,viral cRNA,,Homo sapiens,Russia: Saint Petersburg,taxon:11216,,14-Nov-2022
1463,OR189412,"UNVERIFIED: Human respirovirus 3 isolate hPiv3/Russia/SPE-RII-2678S/2022 hemagglutinin-neuraminidase-like (HN) gene, complete sequence",1888,Human respirovirus 3,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae; Orthoparamyxovirinae; Respirovirus; Respirovirus pneumoniae,Genetic diversity of human respiroviruses in Russia,31-DEC-2023,Human respirovirus 3,viral cRNA,,Homo sapiens,Russia: Saint Petersburg,taxon:11216,,11-Nov-2022
1464,OR189411,"UNVERIFIED: Human respirovirus 3 isolate hPiv3/Russia/SPE-RII-1423S/2022 hemagglutinin-neuraminidase-like (HN) gene, complete sequence",1888,Human respirovirus 3,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae; Orthoparamyxovirinae; Respirovirus; Respirovirus pneumoniae,Genetic diversity of human respiroviruses in Russia,31-DEC-2023,Human respirovirus 3,viral cRNA,,Homo sapiens,Russia: Saint Petersburg,taxon:11216,,21-Oct-2022
1465,OR189410,"UNVERIFIED: Human respirovirus 3 isolate hPiv3/Russia/SPE-RII-1048S/2022 hemagglutinin-neuraminidase-like (HN) gene, complete sequence",1888,Human respirovirus 3,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae; Orthoparamyxovirinae; Respirovirus; Respirovirus pneumoniae,Genetic diversity of human respiroviruses in Russia,31-DEC-2023,Human respirovirus 3,viral cRNA,,Homo sapiens,Russia: Saint Petersburg,taxon:11216,,18-Oct-2022
1466,OR189409,"UNVERIFIED: Human respirovirus 3 isolate hPiv3/Russia/SPE-RII-478S/2022 hemagglutinin-neuraminidase-like (HN) gene, complete sequence",1888,Human respirovirus 3,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae; Orthoparamyxovirinae; Respirovirus; Respirovirus pneumoniae,Genetic diversity of human respiroviruses in Russia,31-DEC-2023,Human respirovirus 3,viral cRNA,,Homo sapiens,Russia: Saint Petersburg,taxon:11216,,11-Oct-2022
1467,OR189408,"Human respirovirus 3 isolate hPiv3/Russia/SPE-RII-34978S/2022 hemagglutinin-neuraminidase (HN) gene, complete cds",1888,Human respirovirus 3,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae; Orthoparamyxovirinae; Respirovirus; Respirovirus pneumoniae,Genetic diversity of human respiroviruses in Russia,31-DEC-2023,Human respirovirus 3,viral cRNA,,Homo sapiens,Russia: Saint Petersburg,taxon:11216,,13-Sep-2022
1468,OR189407,"UNVERIFIED: Human respirovirus 3 isolate hPiv3/Russia/SPE-RII-34827S/2022 hemagglutinin-neuraminidase-like (HN) gene, complete sequence",1888,Human respirovirus 3,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae; Orthoparamyxovirinae; Respirovirus; Respirovirus pneumoniae,Genetic diversity of human respiroviruses in Russia,31-DEC-2023,Human respirovirus 3,viral cRNA,,Homo sapiens,Russia: Saint Petersburg,taxon:11216,,26-Sep-2022
1469,MK167037,"Human respirovirus 3 strain HPIV3/Seattle/USA/6I9/2010, complete genome",15387,Human respirovirus 3,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae; Orthoparamyxovirinae; Respirovirus; Respirovirus pneumoniae,Sequences from Viral Positives at UW Virology,09-JAN-2019,Human respirovirus 3,viral cRNA,HPIV3/Seattle/USA/6I9/2010,Homo sapiens,USA,taxon:11216,,2010
1470,KY986642,"Human respirovirus 3 strain HPIV3/Seattle/USA/6K3/2010, complete genome",15386,Human respirovirus 3,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae; Orthoparamyxovirinae; Respirovirus; Respirovirus pneumoniae,Genome sequences of viral positives at UW Virology,16-MAY-2017,Human respirovirus 3,viral cRNA,HPIV3/Seattle/USA/6K3/2010,Homo sapiens,USA,taxon:11216,,2010
1471,KY986641,"Human respirovirus 3 strain HPIV3/Seattle/USA/6J1/2010, complete genome",15372,Human respirovirus 3,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae; Orthoparamyxovirinae; Respirovirus; Respirovirus pneumoniae,Genome sequences of viral positives at UW Virology,16-MAY-2017,Human respirovirus 3,viral cRNA,HPIV3/Seattle/USA/6J1/2010,Homo sapiens,USA,taxon:11216,,2010
1472,KY973568,"Human respirovirus 3 strain HPIV3/Seattle/USA/6E1/2010, complete genome",15395,Human respirovirus 3,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae; Orthoparamyxovirinae; Respirovirus; Respirovirus pneumoniae,Genome sequences of viral positives at UW Virology,16-MAY-2017,Human respirovirus 3,viral cRNA,HPIV3/Seattle/USA/6E1/2010,Homo sapiens,USA,taxon:11216,,2010
1473,KY973572,"Human respirovirus 3 strain HPIV3/Seattle/USA/6S2/2010, complete genome",15386,Human respirovirus 3,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae; Orthoparamyxovirinae; Respirovirus; Respirovirus pneumoniae,Genome sequences of viral positives at UW Virology,16-MAY-2017,Human respirovirus 3,viral cRNA,HPIV3/Seattle/USA/6S2/2010,Homo sapiens,USA,taxon:11216,,2010
1474,KY973574,"Human respirovirus 3 strain HPIV3/Seattle/USA/6Q7/2010, complete genome",15367,Human respirovirus 3,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae; Orthoparamyxovirinae; Respirovirus; Respirovirus pneumoniae,Genome sequences of viral positives at UW Virology,16-MAY-2017,Human respirovirus 3,viral cRNA,HPIV3/Seattle/USA/6Q7/2010,Homo sapiens,USA,taxon:11216,,2010
1475,KY973578,"Human respirovirus 3 strain HPIV3/Seattle/USA/6N6/2010, complete genome",15374,Human respirovirus 3,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae; Orthoparamyxovirinae; Respirovirus; Respirovirus pneumoniae,Genome sequences of viral positives at UW Virology,16-MAY-2017,Human respirovirus 3,viral cRNA,HPIV3/Seattle/USA/6N6/2010,Homo sapiens,USA,taxon:11216,,2010
1476,KY973580,"Human respirovirus 3 strain HPIV3/Seattle/USA/6L8/2010, complete genome",15372,Human respirovirus 3,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae; Orthoparamyxovirinae; Respirovirus; Respirovirus pneumoniae,Genome sequences of viral positives at UW Virology,16-MAY-2017,Human respirovirus 3,viral cRNA,HPIV3/Seattle/USA/6L8/2010,Homo sapiens,USA,taxon:11216,,2010
