ON554119,"Human coronavirus 229E isolate HCoV-229E/BIME161-50/2017, complete genome",Human coronavirus 229E,27213,Human coronavirus 229E,2017,HCoV-229E/BIME161-50/2017
ON554118,"Human coronavirus 229E isolate HCoV-229E/BIME155-40/2017, complete genome",Human coronavirus 229E,27230,Human coronavirus 229E,2017,HCoV-229E/BIME155-40/2017
ON554117,"Human coronavirus 229E isolate HCoV-229E/BIME154-36/2017, complete genome",Human coronavirus 229E,27248,Human coronavirus 229E,2017,HCoV-229E/BIME154-36/2017
ON554116,"Human coronavirus 229E isolate HCoV-229E/BIME153-23/2017, complete genome",Human coronavirus 229E,27216,Human coronavirus 229E,2017,HCoV-229E/BIME153-23/2017
ON554115,"Human coronavirus 229E isolate HCoV-229E/BIME152-22/2017, complete genome",Human coronavirus 229E,27227,Human coronavirus 229E,2017,HCoV-229E/BIME152-22/2017
ON554114,"Human coronavirus 229E isolate HCoV-229E/BIME151-16/2017, complete genome",Human coronavirus 229E,27238,Human coronavirus 229E,2017,HCoV-229E/BIME151-16/2017
ON554113,"Human coronavirus 229E isolate HCoV-229E/BIME148-44/2017, complete genome",Human coronavirus 229E,27234,Human coronavirus 229E,2017,HCoV-229E/BIME148-44/2017
ON554112,"Human coronavirus 229E isolate HCoV-229E/BIME140-42/2017, complete genome",Human coronavirus 229E,27200,Human coronavirus 229E,2017,HCoV-229E/BIME140-42/2017
ON554111,"Human coronavirus 229E isolate HCoV-229E/BIME129-43/2017, complete genome",Human coronavirus 229E,27264,Human coronavirus 229E,2017,HCoV-229E/BIME129-43/2017
ON554110,"Human coronavirus 229E isolate HCoV-229E/BIME126-21/2017, complete genome",Human coronavirus 229E,27228,Human coronavirus 229E,2017,HCoV-229E/BIME126-21/2017
ON554109,"Human coronavirus 229E isolate HCoV-229E/BIME125-20/2017, complete genome",Human coronavirus 229E,27258,Human coronavirus 229E,2017,HCoV-229E/BIME125-20/2017
ON554108,"Human coronavirus 229E isolate HCoV-229E/BIME118-39/2017, complete genome",Human coronavirus 229E,27231,Human coronavirus 229E,2017,HCoV-229E/BIME118-39/2017
ON554107,"Human coronavirus 229E isolate HCoV-229E/BIME110-17/2017, complete genome",Human coronavirus 229E,27296,Human coronavirus 229E,2017,HCoV-229E/BIME110-17/2017
ON554106,"Human coronavirus 229E isolate HCoV-229E/BIME061-55/2016, complete genome",Human coronavirus 229E,27204,Human coronavirus 229E,2016,HCoV-229E/BIME061-55/2016
ON554105,"Human coronavirus 229E isolate HCoV-229E/BIME060-54/2016, complete genome",Human coronavirus 229E,27186,Human coronavirus 229E,2016,HCoV-229E/BIME060-54/2016
ON554103,"Human coronavirus 229E isolate HCoV-229E/BIME050-58/2016, complete genome",Human coronavirus 229E,27270,Human coronavirus 229E,2016,HCoV-229E/BIME050-58/2016
ON554102,"Human coronavirus 229E isolate HCoV-229E/BIME038-59/2016, complete genome",Human coronavirus 229E,27198,Human coronavirus 229E,2016,HCoV-229E/BIME038-59/2016
ON554101,"Human coronavirus 229E isolate HCoV-229E/BIME032-64/2016, complete genome",Human coronavirus 229E,27200,Human coronavirus 229E,2016,HCoV-229E/BIME032-64/2016
ON554100,"Human coronavirus 229E isolate HCoV-229E/BIME030-61/2016, complete genome",Human coronavirus 229E,27170,Human coronavirus 229E,2016,HCoV-229E/BIME030-61/2016
ON554099,"Human coronavirus 229E isolate HCoV-229E/BIME027-60/2016, complete genome",Human coronavirus 229E,27203,Human coronavirus 229E,2016,HCoV-229E/BIME027-60/2016
ON554098,"Human coronavirus 229E isolate HCoV-229E/BIME020-63/2016, complete genome",Human coronavirus 229E,27212,Human coronavirus 229E,2016,HCoV-229E/BIME020-63/2016
ON554097,"Human coronavirus 229E isolate HCoV-229E/BIME001-51/2015, complete genome",Human coronavirus 229E,27245,Human coronavirus 229E,2015,HCoV-229E/BIME001-51/2015
ON554096,"Human coronavirus OC43 isolate HCoV-OC43/BIME422-80/2019, complete genome",Human coronavirus OC43,30714,Human coronavirus OC43 (HCoV-OC43),2019,HCoV-OC43/BIME422-80/2019
ON554095,"Human coronavirus OC43 isolate HCoV-OC43/BIME418-86/2019, complete genome",Human coronavirus OC43,30832,Human coronavirus OC43 (HCoV-OC43),2019,HCoV-OC43/BIME418-86/2019
ON554094,"Human coronavirus OC43 isolate HCoV-OC43/BIME417-76/2019, complete genome",Human coronavirus OC43,30699,Human coronavirus OC43 (HCoV-OC43),2019,HCoV-OC43/BIME417-76/2019
ON554093,"Human coronavirus OC43 isolate HCoV-OC43/BIME416-89/2019, complete genome",Human coronavirus OC43,30719,Human coronavirus OC43 (HCoV-OC43),2019,HCoV-OC43/BIME416-89/2019
ON554092,"Human coronavirus OC43 isolate HCoV-OC43/BIME415-71/2019, complete genome",Human coronavirus OC43,30717,Human coronavirus OC43 (HCoV-OC43),2019,HCoV-OC43/BIME415-71/2019
ON554091,"Human coronavirus OC43 isolate HCoV-OC43/BIME414-37/2019, complete genome",Human coronavirus OC43,30708,Human coronavirus OC43 (HCoV-OC43),2019,HCoV-OC43/BIME414-37/2019
ON554090,"Human coronavirus OC43 isolate HCoV-OC43/BIME413-81/2019, complete genome",Human coronavirus OC43,30695,Human coronavirus OC43 (HCoV-OC43),2019,HCoV-OC43/BIME413-81/2019
ON554089,"Human coronavirus OC43 isolate HCoV-OC43/BIME410-83/2019, complete genome",Human coronavirus OC43,30698,Human coronavirus OC43 (HCoV-OC43),2019,HCoV-OC43/BIME410-83/2019
ON554088,"Human coronavirus OC43 isolate HCoV-OC43/BIME408-09/2019, complete genome",Human coronavirus OC43,30692,Human coronavirus OC43 (HCoV-OC43),2019,HCoV-OC43/BIME408-09/2019
ON554087,"Human coronavirus OC43 isolate HCoV-OC43/BIME405-01/2019, complete genome",Human coronavirus OC43,30702,Human coronavirus OC43 (HCoV-OC43),2019,HCoV-OC43/BIME405-01/2019
ON554086,"Human coronavirus OC43 isolate HCoV-OC43/BIME404-75/2019, complete genome",Human coronavirus OC43,30713,Human coronavirus OC43 (HCoV-OC43),2019,HCoV-OC43/BIME404-75/2019
ON554085,"Human coronavirus OC43 isolate HCoV-OC43/BIME403-79/2019, complete genome",Human coronavirus OC43,30702,Human coronavirus OC43 (HCoV-OC43),2019,HCoV-OC43/BIME403-79/2019
ON554084,"Human coronavirus OC43 isolate HCoV-OC43/BIME402-78/2019, complete genome",Human coronavirus OC43,30695,Human coronavirus OC43 (HCoV-OC43),2019,HCoV-OC43/BIME402-78/2019
ON554083,"Human coronavirus OC43 isolate HCoV-OC43/BIME401-13/2019, complete genome",Human coronavirus OC43,30960,Human coronavirus OC43 (HCoV-OC43),2019,HCoV-OC43/BIME401-13/2019
ON554082,"Human coronavirus OC43 isolate HCoV-OC43/BIME397-08/2019, complete genome",Human coronavirus OC43,30713,Human coronavirus OC43 (HCoV-OC43),2019,HCoV-OC43/BIME397-08/2019
ON554081,"Human coronavirus OC43 isolate HCoV-OC43/BIME396-34/2019, complete genome",Human coronavirus OC43,30710,Human coronavirus OC43 (HCoV-OC43),2019,HCoV-OC43/BIME396-34/2019
ON554080,"Human coronavirus OC43 isolate HCoV-OC43/BIME395-06/2019, complete genome",Human coronavirus OC43,30713,Human coronavirus OC43 (HCoV-OC43),2019,HCoV-OC43/BIME395-06/2019
ON554079,"Human coronavirus OC43 isolate HCoV-OC43/BIME384-60/2019, complete genome",Human coronavirus OC43,30659,Human coronavirus OC43 (HCoV-OC43),2019,HCoV-OC43/BIME384-60/2019
ON554078,"Human coronavirus OC43 isolate HCoV-OC43/BIME383-56/2019, complete genome",Human coronavirus OC43,30690,Human coronavirus OC43 (HCoV-OC43),2019,HCoV-OC43/BIME383-56/2019
ON554077,"Human coronavirus OC43 isolate HCoV-OC43/BIME381-52/2019, complete genome",Human coronavirus OC43,30695,Human coronavirus OC43 (HCoV-OC43),2019,HCoV-OC43/BIME381-52/2019
ON554076,"Human coronavirus OC43 isolate HCoV-OC43/BIME375-74/2019, complete genome",Human coronavirus OC43,30789,Human coronavirus OC43 (HCoV-OC43),2019,HCoV-OC43/BIME375-74/2019
ON554075,"Human coronavirus OC43 isolate HCoV-OC43/BIME374-10/2019, complete genome",Human coronavirus OC43,30709,Human coronavirus OC43 (HCoV-OC43),2019,HCoV-OC43/BIME374-10/2019
ON554074,"Human coronavirus OC43 isolate HCoV-OC43/BIME373-77/2019, complete genome",Human coronavirus OC43,30689,Human coronavirus OC43 (HCoV-OC43),2019,HCoV-OC43/BIME373-77/2019
ON554073,"Human coronavirus OC43 isolate HCoV-OC43/BIME372-84/2019, complete genome",Human coronavirus OC43,30689,Human coronavirus OC43 (HCoV-OC43),2019,HCoV-OC43/BIME372-84/2019
ON554072,"Human coronavirus OC43 isolate HCoV-OC43/BIME369-12/2019, complete genome",Human coronavirus OC43,30746,Human coronavirus OC43 (HCoV-OC43),2019,HCoV-OC43/BIME369-12/2019
ON554071,"Human coronavirus OC43 isolate HCoV-OC43/BIME366-82/2019, complete genome",Human coronavirus OC43,30739,Human coronavirus OC43 (HCoV-OC43),2019,HCoV-OC43/BIME366-82/2019
ON554070,"Human coronavirus OC43 isolate HCoV-OC43/BIME359-17/2019, complete genome",Human coronavirus OC43,30723,Human coronavirus OC43 (HCoV-OC43),2019,HCoV-OC43/BIME359-17/2019
ON554069,"Human coronavirus OC43 isolate HCoV-OC43/BIME344-91/2018, complete genome",Human coronavirus OC43,31104,Human coronavirus OC43 (HCoV-OC43),2018,HCoV-OC43/BIME344-91/2018
ON554068,"Human coronavirus OC43 isolate HCoV-OC43/BIME321-03/2018, complete genome",Human coronavirus OC43,30696,Human coronavirus OC43 (HCoV-OC43),2018,HCoV-OC43/BIME321-03/2018
ON554067,"Human coronavirus OC43 isolate HCoV-OC43/BIME310-18/2018, complete genome",Human coronavirus OC43,30688,Human coronavirus OC43 (HCoV-OC43),2018,HCoV-OC43/BIME310-18/2018
ON554066,"Human coronavirus OC43 isolate HCoV-OC43/BIME308-92/2018, complete genome",Human coronavirus OC43,30705,Human coronavirus OC43 (HCoV-OC43),2018,HCoV-OC43/BIME308-92/2018
ON554065,"Human coronavirus OC43 isolate HCoV-OC43/BIME307-28/2018, complete genome",Human coronavirus OC43,30696,Human coronavirus OC43 (HCoV-OC43),2018,HCoV-OC43/BIME307-28/2018
ON554064,"Human coronavirus OC43 isolate HCoV-OC43/BIME289-02/2018, complete genome",Human coronavirus OC43,30695,Human coronavirus OC43 (HCoV-OC43),2018,HCoV-OC43/BIME289-02/2018
ON554063,"Human coronavirus OC43 isolate HCoV-OC43/BIME285-30/2018, complete genome",Human coronavirus OC43,30706,Human coronavirus OC43 (HCoV-OC43),2018,HCoV-OC43/BIME285-30/2018
ON554062,"Human coronavirus OC43 isolate HCoV-OC43/BIME284-27/2018, complete genome",Human coronavirus OC43,30701,Human coronavirus OC43 (HCoV-OC43),2018,HCoV-OC43/BIME284-27/2018
ON554061,"Human coronavirus OC43 isolate HCoV-OC43/BIME273-26/2018, complete genome",Human coronavirus OC43,30706,Human coronavirus OC43 (HCoV-OC43),2018,HCoV-OC43/BIME273-26/2018
ON554060,"Human coronavirus OC43 isolate HCoV-OC43/BIME272-25/2018, complete genome",Human coronavirus OC43,30677,Human coronavirus OC43 (HCoV-OC43),2018,HCoV-OC43/BIME272-25/2018
ON554059,"Human coronavirus OC43 isolate HCoV-OC43/BIME271-24/2018, complete genome",Human coronavirus OC43,30680,Human coronavirus OC43 (HCoV-OC43),2018,HCoV-OC43/BIME271-24/2018
ON554058,"Human coronavirus OC43 isolate HCoV-OC43/BIME252-22/2018, complete genome",Human coronavirus OC43,30678,Human coronavirus OC43 (HCoV-OC43),2018,HCoV-OC43/BIME252-22/2018
ON554057,"Human coronavirus OC43 isolate HCoV-OC43/BIME250-87/2018, complete genome",Human coronavirus OC43,30708,Human coronavirus OC43 (HCoV-OC43),2018,HCoV-OC43/BIME250-87/2018
ON554056,"Human coronavirus OC43 isolate HCoV-OC43/BIME245-14/2018, complete genome",Human coronavirus OC43,30655,Human coronavirus OC43 (HCoV-OC43),2018,HCoV-OC43/BIME245-14/2018
ON554055,"Human coronavirus OC43 isolate HCoV-OC43/BIME241-11/2018, complete genome",Human coronavirus OC43,30679,Human coronavirus OC43 (HCoV-OC43),2018,HCoV-OC43/BIME241-11/2018
ON554054,"Human coronavirus OC43 isolate HCoV-OC43/BIME208-88/2018, complete genome",Human coronavirus OC43,30706,Human coronavirus OC43 (HCoV-OC43),2018,HCoV-OC43/BIME208-88/2018
ON554053,"Human coronavirus OC43 isolate HCoV-OC43/BIME197-85/2018, complete genome",Human coronavirus OC43,30690,Human coronavirus OC43 (HCoV-OC43),2018,HCoV-OC43/BIME197-85/2018
ON554052,"Human coronavirus OC43 isolate HCoV-OC43/BIME189-33/2017, complete genome",Human coronavirus OC43,30699,Human coronavirus OC43 (HCoV-OC43),2017,HCoV-OC43/BIME189-33/2017
ON554051,"Human coronavirus OC43 isolate HCoV-OC43/BIME185-39/2017, complete genome",Human coronavirus OC43,30669,Human coronavirus OC43 (HCoV-OC43),2017,HCoV-OC43/BIME185-39/2017
ON554050,"Human coronavirus OC43 isolate HCoV-OC43/BIME170-32/2017, complete genome",Human coronavirus OC43,30693,Human coronavirus OC43 (HCoV-OC43),2017,HCoV-OC43/BIME170-32/2017
ON554049,"Human coronavirus OC43 isolate HCoV-OC43/BIME168-38/2017, complete genome",Human coronavirus OC43,30684,Human coronavirus OC43 (HCoV-OC43),2017,HCoV-OC43/BIME168-38/2017
ON554048,"Human coronavirus OC43 isolate HCoV-OC43/BIME167-35/2017, complete genome",Human coronavirus OC43,30699,Human coronavirus OC43 (HCoV-OC43),2017,HCoV-OC43/BIME167-35/2017
ON554047,"Human coronavirus OC43 isolate HCoV-OC43/BIME161-43/2017, complete genome",Human coronavirus OC43,30671,Human coronavirus OC43 (HCoV-OC43),2017,HCoV-OC43/BIME161-43/2017
ON554046,"Human coronavirus OC43 isolate HCoV-OC43/BIME139-41/2017, complete genome",Human coronavirus OC43,30734,Human coronavirus OC43 (HCoV-OC43),2017,HCoV-OC43/BIME139-41/2017
ON554045,"Human coronavirus OC43 isolate HCoV-OC43/BIME129-36/2017, complete genome",Human coronavirus OC43,30700,Human coronavirus OC43 (HCoV-OC43),2017,HCoV-OC43/BIME129-36/2017
ON554044,"Human coronavirus OC43 isolate HCoV-OC43/BIME125-16/2017, complete genome",Human coronavirus OC43,30650,Human coronavirus OC43 (HCoV-OC43),2017,HCoV-OC43/BIME125-16/2017
ON554043,"Human coronavirus OC43 isolate HCoV-OC43/BIME102-72/2016, complete genome",Human coronavirus OC43,30697,Human coronavirus OC43 (HCoV-OC43),2016,HCoV-OC43/BIME102-72/2016
ON554042,"Human coronavirus OC43 isolate HCoV-OC43/BIME101-54/2016, complete genome",Human coronavirus OC43,30666,Human coronavirus OC43 (HCoV-OC43),2016,HCoV-OC43/BIME101-54/2016
ON554041,"Human coronavirus OC43 isolate HCoV-OC43/BIME100-55/2016, complete genome",Human coronavirus OC43,30697,Human coronavirus OC43 (HCoV-OC43),2016,HCoV-OC43/BIME100-55/2016
ON554040,"Human coronavirus OC43 isolate HCoV-OC43/BIME097-47/2016, complete genome",Human coronavirus OC43,30698,Human coronavirus OC43 (HCoV-OC43),2016,HCoV-OC43/BIME097-47/2016
ON554039,"Human coronavirus OC43 isolate HCoV-OC43/BIME076-67/2016, complete genome",Human coronavirus OC43,30678,Human coronavirus OC43 (HCoV-OC43),2016,HCoV-OC43/BIME076-67/2016
ON554038,"Human coronavirus OC43 isolate HCoV-OC43/BIME073-64/2016, complete genome",Human coronavirus OC43,30729,Human coronavirus OC43 (HCoV-OC43),2016,HCoV-OC43/BIME073-64/2016
ON554037,"Human coronavirus OC43 isolate HCoV-OC43/BIME070-65/2016, complete genome",Human coronavirus OC43,30695,Human coronavirus OC43 (HCoV-OC43),2016,HCoV-OC43/BIME070-65/2016
ON554036,"Human coronavirus OC43 isolate HCoV-OC43/BIME068-46/2016, complete genome",Human coronavirus OC43,30726,Human coronavirus OC43 (HCoV-OC43),2016,HCoV-OC43/BIME068-46/2016
ON554035,"Human coronavirus OC43 isolate HCoV-OC43/BIME066-61/2016, complete genome",Human coronavirus OC43,30687,Human coronavirus OC43 (HCoV-OC43),2016,HCoV-OC43/BIME066-61/2016
ON554034,"Human coronavirus OC43 isolate HCoV-OC43/BIME062-50/2016, complete genome",Human coronavirus OC43,30674,Human coronavirus OC43 (HCoV-OC43),2016,HCoV-OC43/BIME062-50/2016
ON554033,"Human coronavirus OC43 isolate HCoV-OC43/BIME061-49/2016, complete genome",Human coronavirus OC43,30683,Human coronavirus OC43 (HCoV-OC43),2016,HCoV-OC43/BIME061-49/2016
ON554032,"Human coronavirus OC43 isolate HCoV-OC43/BIME060-48/2016, complete genome",Human coronavirus OC43,30658,Human coronavirus OC43 (HCoV-OC43),2016,HCoV-OC43/BIME060-48/2016
ON554031,"Human coronavirus OC43 isolate HCoV-OC43/BIME050-53/2016, complete genome",Human coronavirus OC43,30692,Human coronavirus OC43 (HCoV-OC43),2016,HCoV-OC43/BIME050-53/2016
ON554030,"Human coronavirus OC43 isolate HCoV-OC43/BIME041-68/2016, complete genome",Human coronavirus OC43,30739,Human coronavirus OC43 (HCoV-OC43),2016,HCoV-OC43/BIME041-68/2016
ON554029,"Human coronavirus OC43 isolate HCoV-OC43/BIME023-59/2016, complete genome",Human coronavirus OC43,30702,Human coronavirus OC43 (HCoV-OC43),2016,HCoV-OC43/BIME023-59/2016
ON554028,"Human coronavirus OC43 isolate HCoV-OC43/BIME022-58/2016, complete genome",Human coronavirus OC43,30767,Human coronavirus OC43 (HCoV-OC43),2016,HCoV-OC43/BIME022-58/2016
ON554027,"Human coronavirus OC43 isolate HCoV-OC43/BIME021-51/2016, complete genome",Human coronavirus OC43,30684,Human coronavirus OC43 (HCoV-OC43),2016,HCoV-OC43/BIME021-51/2016
ON554026,"Human coronavirus OC43 isolate HCoV-OC43/BIME020-63/2016, complete genome",Human coronavirus OC43,30733,Human coronavirus OC43 (HCoV-OC43),2016,HCoV-OC43/BIME020-63/2016
ON554025,"Human coronavirus OC43 isolate HCoV-OC43/BIME019-62/2016, complete genome",Human coronavirus OC43,30682,Human coronavirus OC43 (HCoV-OC43),2016,HCoV-OC43/BIME019-62/2016
ON554024,"Human coronavirus OC43 isolate HCoV-OC43/BIME016-70/2016, complete genome",Human coronavirus OC43,30684,Human coronavirus OC43 (HCoV-OC43),2016,HCoV-OC43/BIME016-70/2016
ON554023,"Human coronavirus OC43 isolate HCoV-OC43/BIME001-45/2015, complete genome",Human coronavirus OC43,30673,Human coronavirus OC43 (HCoV-OC43),2015,HCoV-OC43/BIME001-45/2015
ON554022,"Human coronavirus NL63 isolate HCoV-NL63/BIME412-77/2019, complete genome",Human coronavirus NL63,27489,Human coronavirus NL63 (HCoV-NL63),2019,HCoV-NL63/BIME412-77/2019
ON554021,"Human coronavirus NL63 isolate HCoV-NL63/BIME377-78/2019, complete genome",Human coronavirus NL63,27514,Human coronavirus NL63 (HCoV-NL63),2019,HCoV-NL63/BIME377-78/2019
ON554020,"Human coronavirus NL63 isolate HCoV-NL63/BIME354-45/2018, complete genome",Human coronavirus NL63,27541,Human coronavirus NL63 (HCoV-NL63),2018,HCoV-NL63/BIME354-45/2018
ON554019,"Human coronavirus NL63 isolate HCoV-NL63/BIME353-05/2018, complete genome",Human coronavirus NL63,27553,Human coronavirus NL63 (HCoV-NL63),2018,HCoV-NL63/BIME353-05/2018
ON554018,"Human coronavirus NL63 isolate HCoV-NL63/BIME350-44/2018, complete genome",Human coronavirus NL63,27546,Human coronavirus NL63 (HCoV-NL63),2018,HCoV-NL63/BIME350-44/2018
ON554017,"Human coronavirus NL63 isolate HCoV-NL63/BIME341-10/2018, complete genome",Human coronavirus NL63,27562,Human coronavirus NL63 (HCoV-NL63),2018,HCoV-NL63/BIME341-10/2018
ON554016,"Human coronavirus NL63 isolate HCoV-NL63/BIME337-04/2018, complete genome",Human coronavirus NL63,27516,Human coronavirus NL63 (HCoV-NL63),2018,HCoV-NL63/BIME337-04/2018
ON554015,"Human coronavirus NL63 isolate HCoV-NL63/BIME336-38/2018, complete genome",Human coronavirus NL63,27489,Human coronavirus NL63 (HCoV-NL63),2018,HCoV-NL63/BIME336-38/2018
ON554014,"Human coronavirus NL63 isolate HCoV-NL63/BIME334-37/2018, complete genome",Human coronavirus NL63,27512,Human coronavirus NL63 (HCoV-NL63),2018,HCoV-NL63/BIME334-37/2018
ON554013,"Human coronavirus NL63 isolate HCoV-NL63/BIME323-82/2018, complete genome",Human coronavirus NL63,27507,Human coronavirus NL63 (HCoV-NL63),2018,HCoV-NL63/BIME323-82/2018
ON554012,"Human coronavirus NL63 isolate HCoV-NL63/BIME308-36/2018, complete genome",Human coronavirus NL63,27525,Human coronavirus NL63 (HCoV-NL63),2018,HCoV-NL63/BIME308-36/2018
ON554011,"Human coronavirus NL63 isolate HCoV-NL63/BIME276-35/2018, complete genome",Human coronavirus NL63,27557,Human coronavirus NL63 (HCoV-NL63),2018,HCoV-NL63/BIME276-35/2018
ON554010,"Human coronavirus NL63 isolate HCoV-NL63/BIME275-34/2018, complete genome",Human coronavirus NL63,27541,Human coronavirus NL63 (HCoV-NL63),2018,HCoV-NL63/BIME275-34/2018
ON554009,"Human coronavirus NL63 isolate HCoV-NL63/BIME268-33/2018, complete genome",Human coronavirus NL63,27510,Human coronavirus NL63 (HCoV-NL63),2018,HCoV-NL63/BIME268-33/2018
ON554008,"Human coronavirus NL63 isolate HCoV-NL63/BIME267-32/2018, complete genome",Human coronavirus NL63,27536,Human coronavirus NL63 (HCoV-NL63),2018,HCoV-NL63/BIME267-32/2018
ON554007,"Human coronavirus NL63 isolate HCoV-NL63/BIME260-03/2017, complete genome",Human coronavirus NL63,27517,Human coronavirus NL63 (HCoV-NL63),2017,HCoV-NL63/BIME260-03/2017
ON554006,"Human coronavirus NL63 isolate HCoV-NL63/BIME245-09/2018, complete genome",Human coronavirus NL63,27526,Human coronavirus NL63 (HCoV-NL63),2018,HCoV-NL63/BIME245-09/2018
ON554005,"Human coronavirus NL63 isolate HCoV-NL63/BIME242-02/2018, complete genome",Human coronavirus NL63,27540,Human coronavirus NL63 (HCoV-NL63),2018,HCoV-NL63/BIME242-02/2018
ON554004,"Human coronavirus NL63 isolate HCoV-NL63/BIME241-07/2018, complete genome",Human coronavirus NL63,27535,Human coronavirus NL63 (HCoV-NL63),2018,HCoV-NL63/BIME241-07/2018
ON554003,"Human coronavirus NL63 isolate HCoV-NL63/BIME236-41/2018, complete genome",Human coronavirus NL63,27532,Human coronavirus NL63 (HCoV-NL63),2018,HCoV-NL63/BIME236-41/2018
ON554002,"Human coronavirus NL63 isolate HCoV-NL63/BIME231-31/2018, complete genome",Human coronavirus NL63,27538,Human coronavirus NL63 (HCoV-NL63),2018,HCoV-NL63/BIME231-31/2018
ON554001,"Human coronavirus NL63 isolate HCoV-NL63/BIME226-30/2018, complete genome",Human coronavirus NL63,27537,Human coronavirus NL63 (HCoV-NL63),2018,HCoV-NL63/BIME226-30/2018
ON554000,"Human coronavirus NL63 isolate HCoV-NL63/BIME223-29/2018, complete genome",Human coronavirus NL63,27492,Human coronavirus NL63 (HCoV-NL63),2018,HCoV-NL63/BIME223-29/2018
ON553999,"Human coronavirus NL63 isolate HCoV-NL63/BIME212-47/2018, complete genome",Human coronavirus NL63,27524,Human coronavirus NL63 (HCoV-NL63),2018,HCoV-NL63/BIME212-47/2018
ON553998,"Human coronavirus NL63 isolate HCoV-NL63/BIME209-28/2018, complete genome",Human coronavirus NL63,27527,Human coronavirus NL63 (HCoV-NL63),2018,HCoV-NL63/BIME209-28/2018
ON553997,"Human coronavirus NL63 isolate HCoV-NL63/BIME207-12/2018, complete genome",Human coronavirus NL63,27590,Human coronavirus NL63 (HCoV-NL63),2018,HCoV-NL63/BIME207-12/2018
ON553996,"Human coronavirus NL63 isolate HCoV-NL63/BIME206-27/2018, complete genome",Human coronavirus NL63,27557,Human coronavirus NL63 (HCoV-NL63),2018,HCoV-NL63/BIME206-27/2018
ON553995,"Human coronavirus NL63 isolate HCoV-NL63/BIME202-25/2018, complete genome",Human coronavirus NL63,27525,Human coronavirus NL63 (HCoV-NL63),2018,HCoV-NL63/BIME202-25/2018
ON553994,"Human coronavirus NL63 isolate HCoV-NL63/BIME199-24/2018, complete genome",Human coronavirus NL63,27535,Human coronavirus NL63 (HCoV-NL63),2018,HCoV-NL63/BIME199-24/2018
ON553992,"Human coronavirus NL63 isolate HCoV-NL63/BIME161-54/2017, complete genome",Human coronavirus NL63,27486,Human coronavirus NL63 (HCoV-NL63),2017,HCoV-NL63/BIME161-54/2017
ON553991,"Human coronavirus NL63 isolate HCoV-NL63/BIME155-50/2017, complete genome",Human coronavirus NL63,27516,Human coronavirus NL63 (HCoV-NL63),2017,HCoV-NL63/BIME155-50/2017
ON553990,"Human coronavirus NL63 isolate HCoV-NL63/BIME153-17/2017, complete genome",Human coronavirus NL63,27534,Human coronavirus NL63 (HCoV-NL63),2017,HCoV-NL63/BIME153-17/2017
ON553989,"Human coronavirus NL63 isolate HCoV-NL63/BIME151-13/2017, complete genome",Human coronavirus NL63,27508,Human coronavirus NL63 (HCoV-NL63),2017,HCoV-NL63/BIME151-13/2017
ON553987,"Human coronavirus NL63 isolate HCoV-NL63/BIME133-16/2017, complete genome",Human coronavirus NL63,27512,Human coronavirus NL63 (HCoV-NL63),2017,HCoV-NL63/BIME133-16/2017
ON553986,"Human coronavirus NL63 isolate HCoV-NL63/BIME126-15/2017, complete genome",Human coronavirus NL63,27508,Human coronavirus NL63 (HCoV-NL63),2017,HCoV-NL63/BIME126-15/2017
ON553985,"Human coronavirus NL63 isolate HCoV-NL63/BIME115-55/2017, complete genome",Human coronavirus NL63,27530,Human coronavirus NL63 (HCoV-NL63),2017,HCoV-NL63/BIME115-55/2017
ON553984,"Human coronavirus NL63 isolate HCoV-NL63/BIME110-14/2017, complete genome",Human coronavirus NL63,27500,Human coronavirus NL63 (HCoV-NL63),2017,HCoV-NL63/BIME110-14/2017
ON553983,"Human coronavirus NL63 isolate HCoV-NL63/BIME109-70/2016, complete genome",Human coronavirus NL63,27478,Human coronavirus NL63 (HCoV-NL63),2016,HCoV-NL63/BIME109-70/2016
ON553982,"Human coronavirus NL63 isolate HCoV-NL63/BIME107-69/2016, complete genome",Human coronavirus NL63,27499,Human coronavirus NL63 (HCoV-NL63),2016,HCoV-NL63/BIME107-69/2016
ON553981,"Human coronavirus NL63 isolate HCoV-NL63/BIME106-68/2016, complete genome",Human coronavirus NL63,27534,Human coronavirus NL63 (HCoV-NL63),2016,HCoV-NL63/BIME106-68/2016
ON553980,"Human coronavirus NL63 isolate HCoV-NL63/BIME104-66/2016, complete genome",Human coronavirus NL63,27516,Human coronavirus NL63 (HCoV-NL63),2016,HCoV-NL63/BIME104-66/2016
ON553979,"Human coronavirus NL63 isolate HCoV-NL63/BIME103-65/2016, complete genome",Human coronavirus NL63,27508,Human coronavirus NL63 (HCoV-NL63),2016,HCoV-NL63/BIME103-65/2016
ON553978,"Human coronavirus NL63 isolate HCoV-NL63/BIME102-64/2016, complete genome",Human coronavirus NL63,27518,Human coronavirus NL63 (HCoV-NL63),2016,HCoV-NL63/BIME102-64/2016
ON553977,"Human coronavirus NL63 isolate HCoV-NL63/BIME099-75/2016, complete genome",Human coronavirus NL63,27517,Human coronavirus NL63 (HCoV-NL63),2016,HCoV-NL63/BIME099-75/2016
ON553976,"Human coronavirus NL63 isolate HCoV-NL63/BIME097-57/2016, complete genome",Human coronavirus NL63,27530,Human coronavirus NL63 (HCoV-NL63),2016,HCoV-NL63/BIME097-57/2016
